1 13514 13589 552050 540081
2 17593 11879 552091 519133
3 16657 12612 508170 509012
4 17625 10778 538110 538040
5 20123 16518 519040 515180
6 19108 17147 515010 514100
7 10470 18823 530050 546050
8 11087 17147 552111 514100
9 19108 21632 515010 528020
10 13514 19847 552050 546050
11 17593 14078 552091 515031
12 18223 1380018635 538070 506240
13 19108 1380018635 515010 506240
14 16657 14078 508170 515031
15 11087 13854 552111 531060
16 16518 16657 515180 508170
17 12598 15520 508170 540040
18 13093 16546 508242 531080
19 13093 18039 508242 530072
20 16657 19600 508170 530102
21 11087 19312 552111 530060
22 16657 11087 508170 552111
23 16518 14439 515180 506260
24 12612 16657 509012 508170
25 19108 13094 515010 508050
26 16657 20059 508170 552060
27 11532 18223 506220 538070
28 16518 13094 515180 508050
29 17593 14687 552091 525020
30 13093 21479 508242 531022
31 17625 14784 538110 506020
32 17625 16662 538110 506110
33 12612 1380016436 509012 538120
34 12029 18534 530080 508022
35 14687 18223 525020 538070
36 11087 18046 552111 514140
37 16657 16518 508170 515180
38 12612 13094 509012 508050
39 10470 21449 530050 540070
40 13514 12249 552050 519010
41 13514 20049 552050 526020
42 14056 16657 552020 508170
43 11087 17122 552111 531042
44 17625 1380008113 538110 546060
45 16518 1380016436 515180 538120
46 13093 12612 508242 509012
47 16518 11344 515180 514151
48 16518 16447 515180 550042
49 13093 18025 508242 540070
50 19108 18223 515010 538070
51 16657 10926 508170 519180
52 10058 16955 532050 506080
53 13514 16769 552050 506210
54 12598 12930 508170 531041
55 13514 21754 552050 506240
56 19108 10778 515010 538040
57 13514 12308 552050 530110
58 12612 17848 509012 538010
59 13514 11284 552050 506100
60 13342 20533 515070 506060
61 13093 16318 508242 550070
62 13514 15220 552050 514140
63 16330 14415 515141 515141
64 11087 16845 552111 506042
65 21690 12612 506270 509012
66 16657 21743 508170 550020
67 13514 12448 552050 531021
68 12598 14078 508170 515031
69 11087 12249 552111 519010
70 16657 1380008113 508170 546060
71 19532 16518 552032 515180
72 14687 16995 525020 532070
73 21699 12612 538052 509012
74 18223 12762 538070 514120
75 19108 16769 515010 506210
76 17593 15370 552091 519040
77 16518 21893 515180 552011
78 13342 12437 515070 506010
79 19108 20357 515010 532061
80 13514 21479 552050 531022
81 15544 16657 552020 508170
82 13514 10511 552050 514090
83 11087 14906 552111 519160
84 16657 1380027746 508170 519070
85 13342 19088 515070 515010
86 17625 14070 538110 506240
87 21692 11532 538081 506220
88 16657 19169 508170 530102
89 10470 11863 530050 514151
90 13514 13462 552050 552060
91 19108 1380007832 515010 539020
92 10470 13351 530050 530020
93 17625 19879 538110 506130
94 19108 12436 515010 540050
95 11087 18008 552111 519180
96 13514 1380039533 552050 528042
97 17593 16518 552091 515180
98 19108 19128 515010 546040
99 13514 20357 552050 532061
100 19108 14242 515010 514151
101 13541 16657 540070 508170
102 10470 13292 530050 530020
103 13093 18147 508242 514140
104 19108 14544 515010 530120
105 16518 11879 515180 519133
106 17625 12612 538110 509012
107 13514 11741 552050 519131
108 16518 18534 515180 508022
109 16824 14078 506042 515031
110 14687 11396 525020 514110
111 14056 18534 552020 508022
112 14078 16657 515031 508170
113 13514 17413 552050 514140
114 17062 20059 552070 552060
115 1380006364 1380004670 538102 506240
116 10470 12058 530050 519020
117 16657 12201 508170 530110
118 21732 18223 506100 538070
119 16769 1380024657 506210 524215
120 13514 16845 552050 506042
121 12851 13342 519020 515070
122 10470 13094 530050 508050
123 16657 20357 508170 532061
124 16657 16389 508170 532061
125 12598 10982 508170 540012
126 17437 17413 525110 514140
127 18223 10511 538070 514090
128 13514 13835 552050 540020
129 10470 19173 530050 530102
130 14687 19847 525020 546050
131 11087 16657 552111 508170
132 19902 10207 530071 552050
133 10470 10813 530050 531060
134 17593 18346 552091 519122
135 11087 12982 552111 530060
136 10470 16256 530050 506042
137 13094 17122 508050 531042
138 13287 13094 526011 508050
139 16955 10511 506080 514090
140 19312 11087 530060 552111
141 10470 19600 530050 530102
142 16769 14078 506210 515031
143 14607 16518 515031 515180
144 10470 17147 530050 514100
145 19108 15520 515010 540040
146 12598 16870 508170 519122
147 10470 13419 530050 519051
148 18223 12244 538070 540020
149 13514 13035 552050 530110
150 21430 18223 514040 538070
151 16518 11087 515180 552111
152 12612 18223 509012 538070
153 16518 13302 515180 531022
154 13093 19334 508242 531070
155 13514 13302 552050 531022
156 11087 18534 552111 508022
157 10470 1380016436 530050 538120
158 17437 13094 525110 508050
159 13514 19348 552050 506130
160 11087 16769 552111 506210
161 11087 16955 552111 506080
162 11087 10026 552111 531031
163 21692 22037 538081 514233
164 16657 20000 508170 532070
165 17437 18223 525110 538070
166 13342 18223 515070 538070
167 19274 11721 519131 552012
168 19108 12823 515010 530110
169 16518 13854 515180 531060
170 13342 13310 515070 532070
171 10642 12612 550060 509012
172 13514 21753 552050 550020
173 12612 18534 509012 508022
174 21730 18223 506250 538070
175 16518 11891 515180 519170
176 16518 21515 515180 540050
177 16657 15626 508170 528030
178 18223 1380003672 538070 539010
179 16518 17625 515180 538110
180 10470 11583 530050 506130
181 10470 14242 530050 514151
182 17593 18507 552091 519060
183 10334 12448 515052 531021
184 11087 10813 552111 531060
185 12612 11532 509012 506220
186 13514 16657 552050 508170
187 19108 16853 515010 540030
188 10470 10850 530050 506240
189 19532 20059 552032 552060
190 1380026611 10470 530091 530050
191 13514 10510 552050 514090
192 18451 13514 532050 552050
193 15194 18223 508250 538070
194 16657 14607 508170 515031
195 11087 15045 552111 530091
196 16518 20408 515180 508022
197 13094 13342 508050 515070
198 11087 1380007832 552111 539020
199 17625 16254 538110 526011
200 11087 19175 552111 530101
201 21692 14070 538081 506240
202 16518 19779 515180 532061
203 16657 12249 508170 519010
204 12598 21641 508170 528020
205 19108 19650 515010 506030
206 11087 15220 552111 514140
207 13514 12823 552050 530110
208 12799 14078 506100 515031
209 18223 12255 538070 506030
210 19108 20092 515010 540070
211 21905 11087 540030 552111
212 13093 18351 508242 519080
213 14078 10928 515031 539030
214 18223 14070 538070 506240
215 14687 15769 525020 506020
216 18541 15544 552012 552020
217 16518 19532 515180 552032
218 12906 20408 530120 508022
219 12598 12436 508170 540050
220 10334 14687 515052 525020
221 21903 13342 519110 515070
222 12598 18046 508170 514140
223 13514 10195 552050 506120
224 12904 13094 538030 508050
225 16518 11467 515180 506110
226 14556 13094 550060 508050
227 12598 18924 508170 540040
228 17437 1380003829 525110 506030
229 12598 13035 508170 530110
230 18223 19178 538070 514030
231 17935 13094 550060 508050
232 16657 20381 508170 514171
233 19108 15942 515010 506240
234 16657 18025 508170 540070
235 14078 18534 515031 508022
236 10470 19879 530050 506130
237 14687 10578 525020 506010
238 16657 14544 508170 530120
239 18682 14415 519110 515141
240 16518 18223 515180 538070
241 12598 13608 508170 528020
242 13514 21757 552050 506010
243 14078 21838 515031 530102
244 12906 18534 530120 508022
245 14415 11087 515141 552111
246 14576 10470 508170 530050
247 13514 21905 552050 540030
248 11087 17165 552111 514120
249 21757 17625 506010 538110
250 16539 16518 519133 515180
251 13514 18223 552050 538070
252 12612 21690 509012 506270
253 18223 14415 538070 515141
254 15660 14687 550020 525020
255 21640 18534 550041 508022
256 16518 17743 515180 546032
257 19108 20365 515010 531031
258 13514 15615 552050 506080
259 14380 16518 550020 515180
260 16657 10334 508170 515052
261 11087 20408 552111 508022
262 12612 17935 509012 550060
263 12598 15452 508170 525120
264 19108 11344 515010 514151
265 18003 11087 552012 552111
266 13184 18152 506080 506260
267 20315 17625 519060 538110
268 10470 10511 530050 514090
269 12598 18029 508170 530120
270 16657 14687 508170 525020
271 12598 12249 508170 519010
272 13514 21657 552050 508250
273 11087 13094 552111 508050
274 19108 13287 515010 526011
275 10470 15875 530050 519060
276 21473 11087 519132 552111
277 16657 15544 508170 552020
278 10470 21469 530050 540082
279 17625 15427 538110 506080
280 19108 11330 515010 506010
281 16657 1380003672 508170 539010
282 13093 1380027746 508242 519070
283 13514 12982 552050 530060
284 16518 13292 515180 530020
285 10470 1380011001 530050 538020
286 10470 21451 530050 540040
287 13342 11087 515070 552111
288 11087 11911 552111 530060
289 13342 16769 515070 506210
290 12864 13514 514060 552050
