"unique.paste.TruncatedODdata.Node_O..TruncatedODdata.Node_D.."
"536" "16657 21469"
"537" "16518 17189"
"538" "14078 12139"
"539" "10334 15769"
"540" "12598 10026"
"541" "16657 11721"
"542" "13342 19886"
"543" "10334 19179"
"544" "12598 20049"
"545" "10470 10591"
"546" "19108 18147"
"547" "13514 16116"
"548" "10567 14687"
"549" "16518 1380006328"
"550" "18223 11532"
"551" "13094 21650"
"552" "21746 13514"
"553" "12612 16724"
"554" "12598 19779"
"555" "12311 18223"
"556" "14167 17625"
"557" "10470 16769"
"558" "15452 16769"
"559" "12598 11225"
"560" "13093 13608"
"561" "16518 17537"
"562" "16657 11890"
"563" "10470 18534"
"564" "1380018754 18223"
"565" "18223 12165"
"566" "13342 18835"
"567" "14687 21632"
"568" "16518 14242"
"569" "11087 18344"
"570" "12598 12144"
"571" "17593 20121"
"572" "18223 10162"
"573" "13342 16472"
"574" "13342 11308"
"575" "11467 18344"
"576" "16657 19650"
"577" "11193 11308"
"578" "21692 21732"
"579" "13514 11344"
"580" "16518 21511"
"581" "13342 20357"
"582" "10470 22134"
"583" "10687 16657"
"584" "10334 13394"
"585" "13514 13287"
"586" "11087 21533"
"587" "10470 17413"
"588" "11087 16774"
"589" "11087 1380003672"
"590" "10334 16657"
"591" "21692 16389"
"592" "11087 11584"
"593" "10334 21439"
"594" "16657 11184"
"595" "11161 18223"
"596" "13514 1380016436"
"597" "11532 14161"
"598" "12598 17365"
"599" "14078 21690"
"600" "16518 20657"
"601" "21692 19650"
"602" "15544 12328"
"603" "16657 17162"
"604" "19108 10510"
"605" "1380040312 14687"
"606" "16657 13241"
"607" "14501 16518"
"608" "13514 15581"
"609" "16657 15910"
"610" "12598 18823"
"611" "13514 13802"
"612" "11087 11721"
"613" "16657 11344"
"614" "11087 14544"
"615" "13514 11574"
"616" "21732 13514"
"617" "13342 17413"
"618" "10334 17147"
"619" "19108 16389"
"620" "1380016436 10591"
"621" "12762 18223"
"622" "17625 1380004670"
"623" "13093 13457"
"624" "14336 10334"
"625" "13342 16955"
"626" "11087 12436"
"627" "19108 16278"
"628" "10470 11736"
"629" "18223 1380008113"
"630" "1380023482 16657"
"631" "11087 16870"
"632" "10470 14161"
"633" "18223 21437"
"634" "10470 21641"
"635" "16518 12823"
"636" "13514 15520"
"637" "17437 11344"
"638" "17062 16518"
"639" "10470 17379"
"640" "16036 18344"
"641" "13342 16153"
"642" "12612 10789"
"643" "1380026611 14078"
"644" "19108 21651"
"645" "13514 17537"
"646" "16657 19532"
"647" "17437 1380007832"
"648" "16518 18039"
"649" "12598 12133"
"650" "10334 17413"
"651" "13514 17429"
"652" "14439 15427"
"653" "16518 10510"
"654" "1380022404 10207"
"655" "13514 11890"
"656" "10334 10510"
"657" "13093 21510"
"658" "10470 14928"
"659" "10470 1380008113"
"660" "12598 11890"
"661" "17062 12328"
"662" "15568 16518"
"663" "13514 13854"
"664" "18025 13514"
"665" "19108 18351"
"666" "16518 13754"
"667" "13514 19340"
"668" "10470 18025"
"669" "12598 17413"
"670" "18223 13287"
"671" "13462 10207"
"672" "16518 21457"
"673" "16657 14242"
"674" "1380004662 10470"
"675" "21893 16518"
"676" "11087 1380024985"
"677" "19734 18223"
"678" "16657 19178"
"679" "21692 12874"
"680" "12612 1380040175"
"681" "16657 12872"
"682" "14286 16657"
"683" "10334 1380030458"
"684" "1380007832 18344"
"685" "16657 21905"
"686" "16518 17847"
"687" "11884 18223"
"688" "11087 14012"
"689" "14687 18534"
"690" "10334 10591"
"691" "10470 19334"
"692" "17625 17848"
"693" "16657 18008"
"694" "14078 11863"
"695" "21893 16657"
"696" "12570 13094"
"697" "10334 16193"
"698" "13093 14109"
"699" "16518 19847"
"700" "19108 10591"
"701" "11087 16269"
"702" "12612 14167"
"703" "12904 1380016436"
"704" "12598 14544"
"705" "16518 19173"
"706" "19108 18046"
"707" "12612 21656"
"708" "18007 20059"
"709" "12799 10470"
"710" "16657 16472"
"711" "18223 17324"
"712" "21444 13094"
"713" "10470 12786"
"714" "16657 14959"
"715" "17625 11308"
"716" "14687 1380039533"
"717" "12598 10510"
"718" "17437 18534"
"719" "13514 18333"
"720" "10470 17303"
"721" "14687 19340"
"722" "17437 16870"
"723" "13514 11464"
"724" "17593 21473"
"725" "11087 17436"
"726" "12612 17625"
"727" "16657 12947"
"728" "11193 10846"
"729" "18223 11863"
"730" "13093 20169"
"731" "10470 11911"
"732" "21743 13514"
"733" "14687 13841"
"734" "11087 14993"
"735" "12598 10732"
"736" "17593 21458"
"737" "16657 15045"
"738" "14687 19334"
"739" "13514 12201"
"740" "15544 11344"
"741" "19108 17413"
"742" "17250 18223"
"743" "12598 14687"
"744" "11583 18223"
"745" "10470 14502"
"746" "18223 10804"
"747" "18223 16389"
"748" "13514 1380004670"
"749" "11087 10510"
"750" "19108 16254"
"751" "21514 11087"
"752" "10334 11925"
"753" "16518 12437"
"754" "1380016436 14078"
"755" "21646 18534"
"756" "14576 16657"
"757" "19108 14932"
"758" "13514 16110"
"759" "11193 14904"
"760" "18223 12713"
"761" "21449 16657"
"762" "21629 11087"
"763" "13514 18046"
"764" "13514 13419"
"765" "16769 17147"
"766" "18223 20357"
"767" "17625 16116"
"768" "16657 19011"
"769" "17650 16518"
"770" "16657 14502"
"771" "13342 13854"
"772" "15544 17147"
"773" "10470 18223"
"774" "14959 18223"
"775" "17593 1380026067"
"776" "15544 19600"
"777" "16657 10470"
"778" "12598 21479"
"779" "19108 14112"
"780" "14078 11087"
"781" "16657 18835"
"782" "15544 21511"
"783" "16657 21740"
"784" "13514 12906"
"785" "13514 16121"
"786" "11087 20121"
"787" "19108 1380003672"
"788" "18223 13514"
"789" "10470 21430"
"790" "21754 19549"
"791" "16657 13835"
"792" "21732 13094"
"793" "14078 17062"
"794" "10470 1380030420"
"795" "13514 11925"
"796" "10687 18344"
"797" "18147 18223"
"798" "16518 11846"
"799" "13342 16116"
"800" "18223 16662"
"801" "13342 11532"
"802" "17593 12138"
"803" "13194 14687"
"804" "16657 10189"
"805" "11087 12574"
"806" "17437 14276"
"807" "18223 20000"
"808" "12598 14242"
"809" "17698 16657"
"810" "18223 18451"
"811" "16657 11601"
"812" "11087 20357"
"813" "14687 12843"
"814" "10470 12437"
"815" "18223 16769"
"816" "16518 11603"
"817" "13514 18322"
"818" "10470 20357"
"819" "11721 19600"
"820" "13094 17439"
"821" "10470 19340"
"822" "18223 12798"
"823" "13093 10813"
"824" "14687 12436"
"825" "16955 10334"
"826" "11087 14215"
"827" "11087 12437"
"828" "14415 16657"
"829" "15544 14906"
"830" "11087 12762"
"831" "10470 19079"
"832" "16769 1380040312"
"833" "11087 10591"
"834" "1380040312 10334"
"835" "16657 21632"
"836" "12598 20657"
"837" "16518 1380031197"
"838" "19108 16955"
"839" "12598 21905"
"840" "13514 12436"
"841" "17496 16518"
"842" "16657 21654"
"843" "13093 13302"
"844" "11087 18223"
"845" "12598 14928"
"846" "17593 18344"
"847" "10195 17625"
"848" "13093 11883"
"849" "16518 15544"
"850" "11087 12930"
"851" "13691 13514"
"852" "16540 18223"
"853" "19695 15544"
"854" "19348 18223"
"855" "18120 18223"
"856" "19108 12139"
"857" "16518 16318"
"858" "16657 11736"
"859" "1380040312 18223"
"860" "17593 14607"
"861" "13514 19194"
"862" "13342 1380003672"
"863" "17593 21903"
"864" "13514 18795"
"865" "11193 16870"
"866" "13514 12255"
"867" "17593 19683"
"868" "13094 13286"
"869" "13184 16472"
"870" "10804 18344"
"871" "11087 18152"
"872" "11193 18223"
"873" "13342 16853"
"874" "16657 11261"
"875" "12598 19902"
"876" "11087 12340"
"877" "10334 10387"
"878" "16657 13419"
"879" "17593 17436"
"880" "17625 21446"
"881" "16657 11396"
"882" "16657 13351"
"883" "19108 13835"
"884" "10470 12165"
"885" "20533 14242"
"886" "19108 21656"
"887" "16657 17147"
"888" "17062 21479"
"889" "16518 21636"
"890" "17593 11344"
"891" "13342 17436"
"892" "11087 13393"
"893" "13342 12190"
"894" "16657 11603"
"895" "16657 10981"
"896" "19108 14109"
"897" "17437 21654"
"898" "18039 16657"
"899" "17593 11308"
"900" "20346 11532"
"901" "17593 1380009254"
"902" "16657 18492"
"903" "11741 13514"
"904" "11087 10982"
"905" "16657 20025"
"906" "11193 11341"
"907" "11193 18534"
"908" "16657 18652"
"909" "13514 18507"
"910" "10642 18534"
"911" "14185 18534"
"912" "12598 11532"
"913" "10933 16657"
"914" "1380008113 16657"
"915" "14687 13854"
"916" "16657 12436"
"917" "10470 11274"
"918" "13514 12254"
"919" "12598 10001"
"920" "13514 17848"
"921" "14687 14012"
"922" "21692 12255"
"923" "17625 10511"
"924" "14687 13094"
"925" "12029 17062"
"926" "16518 19334"
"927" "16518 15626"
"928" "12598 20357"
"929" "16657 1380015741"
"930" "19108 19734"
"931" "11087 13351"
"932" "13342 18485"
"933" "21449 18223"
"934" "13093 17708"
"935" "11193 20357"
"936" "16518 11911"
"937" "11087 12153"
"938" "10470 12843"
"939" "11087 10470"
"940" "14078 20408"
"941" "21732 18344"
"942" "1380011001 16518"
"943" "16657 14328"
"944" "17625 1380023489"
"945" "1380018754 13094"
"946" "12598 1380023164"
"947" "16657 10349"
"948" "19108 12133"
"949" "12598 11087"
"950" "19108 16116"
"951" "17625 16193"
"952" "10470 16774"
"953" "10470 1380008275"
"954" "15544 18534"
"955" "16769 19600"
"956" "13094 14078"
"957" "15544 16774"
"958" "17437 18184"
"959" "16657 10393"
"960" "11087 13316"
"961" "18223 16269"
"962" "19108 17241"
"963" "12598 15544"
"964" "14884 20408"
"965" "16657 1380006328"
"966" "16657 11911"
"967" "18223 21905"
"968" "18223 10591"
"969" "19108 18344"
"970" "12598 19334"
"971" "19108 11883"
"972" "21744 11087"
"973" "19108 16129"
"974" "16657 16075"
"975" "16518 20059"
"976" "13184 14242"
"977" "21473 17062"
"978" "13514 11601"
"979" "15615 18223"
"980" "11087 18648"
"981" "13342 14276"
"982" "16657 1380022404"
"983" "16769 16958"
"984" "19108 17728"
"985" "16518 12982"
"986" "11087 16254"
"987" "16153 18223"
"988" "10334 1380008113"
"989" "19108 11341"
"990" "16657 15509"
"991" "13093 14078"
"992" "19108 16193"
"993" "16657 13247"
"994" "20533 19104"
"995" "10470 18634"
"996" "19108 18507"
"997" "12598 13541"
"998" "12612 1380018754"
"999" "11087 16546"
"1000" "16518 17250"
"1001" "11087 21628"
"1002" "13093 14112"
"1003" "16518 13466"
"1004" "13393 18534"
"1005" "1380006364 15220"
"1006" "18223 18823"
"1007" "12598 1380007832"
"1008" "12598 13342"
"1009" "13093 13035"
"1010" "16518 13541"
"1011" "17625 16801"
"1012" "18223 11641"
"1013" "13514 1380008113"
"1014" "14078 13351"
"1015" "10334 13069"
"1016" "13514 16774"
"1017" "17625 13287"
"1018" "1380016012 13835"
"1019" "17062 14078"
"1020" "14687 14276"
"1021" "20533 10026"
"1022" "1380030419 11087"
"1023" "12598 21632"
"1024" "19108 10242"
"1025" "16518 19175"
"1026" "21657 12612"
"1027" "19108 10511"
"1028" "13514 11779"
"1029" "16518 11574"
"1030" "17625 11675"
"1031" "16955 14415"
"1032" "17437 1380026611"
"1033" "20270 16657"
"1034" "13514 12340"
"1035" "16518 19079"
"1036" "16518 11504"
"1037" "11087 1380040175"
"1038" "10470 1380012230"
"1039" "13093 16003"
"1040" "17625 12798"
"1041" "19108 12249"
"1042" "16518 1380018635"
"1043" "16657 14276"
"1044" "13035 14415"
"1045" "12598 11494"
"1046" "18223 16116"
"1047" "13342 10591"
"1048" "12201 18223"
"1049" "13094 14112"
"1050" "12598 11574"
"1051" "10334 21715"
"1052" "12631 18344"
"1053" "14974 18223"
"1054" "14906 11087"
"1055" "16518 21449"
"1056" "10470 11344"
"1057" "16657 10932"
"1058" "21893 20059"
"1059" "18223 21743"
"1060" "10334 17743"
"1061" "12598 13457"
"1062" "13514 18039"
"1063" "11087 16123"
"1064" "19108 21740"
"1065" "12598 13945"
"1066" "17437 16188"
"1067" "13184 13514"
"1068" "10470 13393"
"1069" "11087 14112"
"1070" "16657 15152"
"1071" "16518 12424"
"1072" "19241 13094"
"1073" "21426 20059"
"1074" "12598 14783"
"1075" "21692 18147"
"1076" "11087 14070"
"1077" "10470 12874"
"1078" "12598 16389"
"1079" "19108 18152"
"1080" "11721 16513"
"1081" "17625 19236"
"1082" "1380030458 16657"
"1083" "13094 12762"
"1084" "18223 12139"
"1085" "12598 10470"
"1086" "13514 15626"
"1087" "13342 18978"
"1088" "11087 11261"
"1089" "13093 16657"
"1090" "16518 16254"
"1091" "17241 10470"
"1092" "19108 13457"
"1093" "13514 17062"
"1094" "13514 16389"
"1095" "17625 16774"
"1096" "10470 15910"
"1097" "19108 11601"
"1098" "13093 16188"
"1099" "19108 12775"
"1100" "16518 12029"
"1101" "18223 14440"
"1102" "10334 19476"
"1103" "19108 14276"
"1104" "11087 12631"
"1105" "11087 21473"
"1106" "12598 10926"
"1107" "10804 14415"
"1108" "14078 15370"
"1109" "13514 16036"
"1110" "1380003672 15544"
"1111" "16518 10618"
"1112" "13007 18223"
"1113" "16657 21530"
"1114" "11087 16364"
"1115" "19348 18344"
"1116" "17593 14415"
"1117" "21469 11087"
"1118" "18223 21740"
"1119" "13342 12762"
"1120" "18352 14078"
"1121" "13514 21715"
"1122" "10470 15427"
"1123" "13342 1380008275"
"1124" "11087 10577"
"1125" "16518 19168"
"1126" "14687 15626"
"1127" "11087 11532"
"1128" "10470 16845"
"1129" "13514 18112"
"1130" "16657 17650"
"1131" "16518 11490"
"1132" "11087 17162"
"1133" "18223 14276"
"1134" "16657 11490"
"1135" "19327 18223"
"1136" "12586 13094"
"1137" "15544 21515"
"1138" "13093 21905"
"1139" "11087 18039"
"1140" "13514 12138"
"1141" "11193 17625"
"1142" "21753 16518"
"1143" "15481 16518"
"1144" "1380006364 18223"
"1145" "16657 18924"
"1146" "16518 12843"
"1147" "16518 21655"
"1148" "12612 19476"
"1149" "16036 18223"
"1150" "11087 11675"
"1151" "17380 11721"
"1152" "15544 16389"
"1153" "11721 18823"
"1154" "12612 17750"
"1155" "16657 12165"
"1156" "13342 1380030458"
"1157" "16657 1380033040"
"1158" "19108 11135"
"1159" "19108 12244"
"1160" "11087 19128"
"1161" "16657 14415"
"1162" "11193 14276"
"1163" "15544 13854"
"1164" "13514 13911"
"1165" "19108 16657"
"1166" "10334 11601"
"1167" "11087 19240"
"1168" "11087 21759"
"1169" "11087 16844"
"1170" "19532 14502"
"1171" "15544 11846"
"1172" "13514 14439"
"1173" "16657 19565"
"1174" "15769 10207"
"1175" "15544 11728"
"1176" "10470 17122"
"1177" "13393 18344"
"1178" "11087 21458"
"1179" "12612 10778"
"1180" "1380006364 12612"
"1181" "18223 11308"
"1182" "16769 19650"
"1183" "16657 15315"
"1184" "11490 20408"
"1185" "13093 18184"
"1186" "13020 16518"
"1187" "14078 10981"
"1188" "14687 16278"
"1189" "16657 11641"
"1190" "14502 16518"
"1191" "16518 20637"
"1192" "12586 11087"
"1193" "13589 14078"
"1194" "11193 10511"
"1195" "10470 10510"
"1196" "20431 18223"
"1197" "20421 12612"
"1198" "19108 10732"
"1199" "11721 12201"
"1200" "17798 18534"
"1201" "15671 18344"
"1202" "10382 16657"
"1203" "16657 16271"
"1204" "16518 11286"
"1205" "10470 17429"
"1206" "11087 1380029119"
"1207" "11879 11087"
"1208" "11721 10511"
"1209" "16657 17537"
"1210" "12612 20421"
"1211" "17437 20059"
"1212" "13093 13342"
"1213" "19964 18223"
"1214" "10470 12982"
"1215" "10334 11344"
"1216" "11087 20533"
"1217" "19208 16518"
