observations,TravelTime,startNodeID,endNodeID,interval
2,693,1380025624,12649,2010-02-08 17:10:00
1,276,10558,13058,2010-03-08 21:15:00
1,634,21238,14178,2010-02-08 08:00:00
2,362,15560,18648,2010-02-08 00:00:00
1,880,1380009311,12041,2010-02-08 22:30:00
3,728,12586,14109,2010-02-08 18:35:00
1,769,1380034174,10934,2010-02-08 12:35:00
100,369,12728,12728,2010-02-08 18:50:00
1,760,15879,18385,2010-02-08 11:45:00
1,882,1380037833,16741,2010-04-08 21:55:00
81,541,1380009311,1380009311,2010-05-08 01:55:00
1,368,11605,13445,2010-04-08 07:15:00
1,639,15220,10271,2010-04-08 22:35:00
2,382,10026,13854,2010-04-08 14:45:00
1,556,21462,11911,2010-04-08 11:25:00
10,359,16648,20481,2010-03-08 11:45:00
1,1204,1380033349,16421,2010-04-08 11:00:00
2,362,21507,19780,2010-04-08 08:05:00
1,399,18039,16169,2010-02-08 07:20:00
2,948,1380009311,13426,2010-05-08 02:15:00
1,180,17106,11997,2010-02-08 20:50:00
1,723,1380012027,12633,2010-03-08 22:50:00
2,788,21917,13937,2010-02-08 18:20:00
2,738,20759,10558,2010-03-08 22:20:00
2,359,17147,12762,2010-04-08 13:40:00
1,540,14919,14720,2010-03-08 12:00:00
1,439,13039,15688,2010-02-08 12:20:00
1,181,21541,15570,2010-03-08 13:05:00
1,542,1380034898,18365,2010-03-08 18:50:00
1,447,13926,15051,2010-02-08 21:35:00
1,957,12244,1380034174,2010-04-08 09:20:00
1,730,12065,13700,2010-03-08 22:25:00
1,796,17702,20496,2010-02-08 15:40:00
2,353,18344,13639,2010-02-08 01:10:00
1,986,21238,13639,2010-04-08 21:45:00
4,1391,21238,10914,2010-05-08 20:20:00
1,531,13039,16873,2010-02-08 19:35:00
2,340,21740,12039,2010-03-08 14:50:00
1,907,14504,10893,2010-04-08 19:50:00
1,1235,14386,20585,2010-05-08 00:50:00
4,1081,15489,15489,2010-02-08 13:35:00
1,181,14932,18025,2010-02-08 17:15:00
1,1622,18484,16617,2010-03-08 00:15:00
1,932,21238,14543,2010-03-08 21:35:00
2,732,17678,10788,2010-02-08 13:30:00
1,502,12058,11184,2010-04-08 10:40:00
1,958,11821,17413,2010-02-08 09:25:00
3,685,11821,10580,2010-05-08 12:50:00
1,1374,10058,10694,2010-04-08 12:10:00
2,632,1380009311,21790,2010-03-08 21:10:00
1,721,1380034970,18959,2010-05-08 12:20:00
1,188,13854,11591,2010-05-08 15:15:00
1,182,10058,12159,2010-05-08 13:30:00
1,586,18147,20496,2010-05-08 21:05:00
1,541,14651,18046,2010-05-08 11:15:00
1,1416,21217,11900,2010-02-08 12:55:00
1,360,1380029334,1380029334,2010-05-08 00:35:00
1,795,21217,15415,2010-04-08 15:45:00
2,1270,13926,14116,2010-02-08 16:00:00
1,700,15170,20482,2010-03-08 17:30:00
3,435,14932,18751,2010-02-08 18:10:00
1,364,21541,17380,2010-05-08 02:15:00
3,2174,10618,15961,2010-05-08 18:50:00
2,690,17687,19472,2010-05-08 08:50:00
2,1561,17769,15833,2010-04-08 15:50:00
15,763,1380009311,18855,2010-05-08 10:10:00
1,542,10804,15056,2010-03-08 08:50:00
1,370,16759,12896,2010-04-08 23:35:00
1,911,1380013863,15764,2010-04-08 06:50:00
1,768,15170,17775,2010-02-08 14:05:00
1,389,11821,13629,2010-03-08 15:50:00
1,252,17200,13284,2010-02-08 17:35:00
1,730,12133,16186,2010-05-08 02:50:00
8,1422,1380009311,16912,2010-03-08 06:20:00
1,2668,21242,10107,2010-03-08 08:20:00
1,539,12414,12414,2010-02-08 10:05:00
32,556,1380009311,16036,2010-03-08 03:25:00
3,720,1380009311,22042,2010-05-08 09:30:00
2,779,21923,15960,2010-03-08 21:40:00
100,1630,12728,12728,2010-03-08 17:00:00
1,186,13980,16662,2010-05-08 18:00:00
1,430,19779,17671,2010-05-08 11:25:00
12,1390,1380009311,11836,2010-04-08 06:55:00
1,547,17122,12041,2010-02-08 13:50:00
1,524,21340,21908,2010-03-08 23:15:00
2,182,14443,12159,2010-02-08 08:35:00
1,364,19964,16421,2010-03-08 13:40:00
5,920,21238,20256,2010-04-08 09:15:00
2,1146,11821,21685,2010-05-08 17:20:00
1,1035,1380032142,11182,2010-04-08 21:30:00
1,1456,11821,21780,2010-03-08 10:25:00
3,734,15170,18329,2010-03-08 15:00:00
3,542,13854,12328,2010-05-08 16:10:00
1,509,17122,20457,2010-02-08 21:50:00
1,364,15220,14443,2010-04-08 20:40:00
1,898,11301,17775,2010-04-08 14:45:00
8,991,1380009311,15570,2010-02-08 18:50:00
1,1349,14651,15524,2010-04-08 16:25:00
1,762,21221,14139,2010-02-08 19:50:00
1,893,1380034898,10435,2010-02-08 12:25:00
1,546,13854,11568,2010-04-08 18:55:00
1,542,15170,18147,2010-02-08 13:50:00
2,722,21054,13589,2010-02-08 12:20:00
12,419,21238,11251,2010-02-08 17:15:00
2,907,1380002049,13316,2010-04-08 13:15:00
3,327,15901,15688,2010-04-08 21:05:00
2,1264,10558,14590,2010-03-08 20:30:00
2,346,17439,17687,2010-05-08 21:45:00
6,1075,18558,16748,2010-02-08 12:40:00
8,497,1380009311,11863,2010-03-08 00:50:00
1,1285,20273,10705,2010-04-08 19:00:00
1,883,12791,10788,2010-02-08 14:25:00
1,629,13973,20496,2010-02-08 15:20:00
1,795,14515,14610,2010-04-08 15:20:00
1,743,10591,13935,2010-04-08 13:50:00
1,1818,1380013903,20273,2010-03-08 18:30:00
1,344,11821,1380029086,2010-05-08 00:30:00
1,443,15170,15170,2010-05-08 22:40:00
2,1647,1380034174,13538,2010-02-08 18:20:00
1,721,18889,16659,2010-04-08 12:25:00
1,342,1380012824,20579,2010-04-08 16:10:00
1,542,12366,20574,2010-03-08 20:45:00
1,286,14651,12158,2010-05-08 14:25:00
2,1164,21238,21695,2010-04-08 20:05:00
2,556,14443,13835,2010-03-08 00:25:00
1,1388,17648,10594,2010-04-08 20:25:00
1,543,16036,17295,2010-03-08 18:05:00
1,1052,11821,12759,2010-03-08 15:30:00
1,807,12132,16039,2010-03-08 13:05:00
2,871,21217,16759,2010-02-08 05:45:00
2,541,12366,11736,2010-02-08 14:00:00
3,878,21217,14139,2010-05-08 21:50:00
1,676,15170,15415,2010-02-08 14:30:00
1,544,20091,10750,2010-02-08 14:35:00
1,878,15170,11251,2010-02-08 08:45:00
2,347,13302,18484,2010-04-08 20:50:00
1,473,21238,16120,2010-03-08 13:45:00
3,362,20273,19327,2010-03-08 11:00:00
1,986,1380030458,21222,2010-05-08 18:10:00
4,1224,1380009311,19926,2010-04-08 23:15:00
2,953,21582,21222,2010-04-08 05:20:00
5,1685,21238,12620,2010-02-08 19:00:00
1,363,15170,13631,2010-04-08 12:25:00
1,687,21051,12308,2010-05-08 14:30:00
1,376,21977,17472,2010-05-08 16:25:00
1,728,21578,20586,2010-04-08 18:20:00
1,587,17122,19111,2010-02-08 20:40:00
1,255,20365,20365,2010-04-08 12:35:00
1,606,13589,12648,2010-03-08 15:50:00
3,911,21238,11863,2010-02-08 13:45:00
1,1118,21217,16421,2010-02-08 15:55:00
1,719,1380014955,17250,2010-03-08 16:15:00
1,731,17073,16589,2010-03-08 08:40:00
1,878,11373,20381,2010-02-08 13:25:00
2,717,21176,17453,2010-04-08 20:35:00
1,725,18344,19569,2010-02-08 00:10:00
4,1071,21238,21238,2010-02-08 00:45:00
1,810,16433,15383,2010-05-08 08:00:00
1,1575,21217,17072,2010-04-08 21:45:00
1,1067,15170,20267,2010-04-08 14:00:00
1,719,1380009311,1380009311,2010-02-08 20:10:00
1,1244,16873,16733,2010-02-08 14:15:00
1,301,14783,12896,2010-02-08 22:40:00
1,366,15724,18613,2010-05-08 06:10:00
1,302,10074,12206,2010-03-08 05:45:00
1,1614,13687,13739,2010-02-08 20:05:00
1,726,16169,15586,2010-03-08 13:10:00
1,366,17324,10579,2010-02-08 08:50:00
1,739,21303,20267,2010-02-08 18:20:00
2,722,21302,21908,2010-02-08 17:00:00
3,885,14409,21908,2010-03-08 18:55:00
1,756,16169,13740,2010-02-08 14:15:00
1,362,17461,14337,2010-04-08 21:00:00
1,365,10558,17223,2010-04-08 23:30:00
1,277,1380005616,11517,2010-02-08 08:15:00
1,180,21645,18033,2010-05-08 12:10:00
1,191,17147,14443,2010-03-08 10:00:00
1,866,15168,13342,2010-04-08 12:05:00
1,678,10024,12884,2010-02-08 17:55:00
1,1443,11009,12531,2010-05-08 17:50:00
1,492,15559,20496,2010-05-08 10:00:00
2,851,10813,13937,2010-05-08 21:45:00
6,1444,17106,12893,2010-03-08 12:55:00
4,1018,14515,12000,2010-04-08 11:50:00
1,1589,11821,13639,2010-05-08 18:05:00
2,1084,20481,15415,2010-04-08 12:10:00
2,743,21465,19030,2010-02-08 14:00:00
121,361,1380009311,1380009311,2010-05-08 05:10:00
1,181,21917,10204,2010-03-08 17:35:00
1,540,12930,14112,2010-02-08 15:10:00
1,960,21221,16597,2010-02-08 00:15:00
1,730,10813,10864,2010-04-08 18:10:00
4,1082,21242,21685,2010-02-08 11:40:00
1,500,19522,14665,2010-04-08 22:00:00
5,728,14932,17282,2010-03-08 18:20:00
1,1015,13589,12893,2010-02-08 14:05:00
1,1476,21217,11522,2010-02-08 00:35:00
1,906,21849,13069,2010-02-08 09:30:00
1,389,19695,10162,2010-02-08 13:40:00
1,181,14386,17088,2010-05-08 20:00:00
1,473,1380023897,19033,2010-03-08 17:35:00
1,462,22123,20496,2010-04-08 11:55:00
2,908,20235,13476,2010-03-08 22:35:00
2,619,18558,19770,2010-04-08 19:35:00
1,451,21303,16341,2010-04-08 19:10:00
2,1750,20365,10633,2010-04-08 19:40:00
1,544,12249,14702,2010-02-08 21:40:00
2,542,13039,11344,2010-04-08 00:55:00
3,1080,21087,18627,2010-04-08 18:10:00
2,938,13926,13095,2010-03-08 13:00:00
3,1188,21217,12437,2010-04-08 22:40:00
1,1356,20357,18789,2010-03-08 09:00:00
1,720,20503,11344,2010-04-08 16:55:00
2,1031,20273,16982,2010-02-08 20:45:00
1,903,1380012824,15185,2010-04-08 19:25:00
1,541,1380011972,18848,2010-03-08 08:10:00
1,773,12762,21685,2010-03-08 08:10:00
196,540,1380009311,1380009311,2010-03-08 17:50:00
1,626,1380003785,11863,2010-02-08 09:00:00
1,562,20481,15415,2010-03-08 14:50:00
1,710,21740,12648,2010-03-08 20:20:00
14,1783,1380009311,10445,2010-03-08 19:30:00
1,317,1380028966,16421,2010-04-08 11:15:00
2,2255,1380005609,18866,2010-02-08 07:40:00
1,441,21917,21917,2010-02-08 23:00:00
1,2304,17679,20651,2010-02-08 21:10:00
6,2216,18558,14044,2010-02-08 07:40:00
2,723,15170,17775,2010-03-08 15:55:00
1,1218,13241,12039,2010-04-08 19:25:00
1,261,1380040128,1380009311,2010-04-08 01:15:00
1,183,1380007832,17365,2010-05-08 18:45:00
1,370,15889,17703,2010-02-08 19:45:00
1,1085,12735,13985,2010-05-08 07:30:00
1,183,16081,10912,2010-03-08 04:25:00
1,791,1380026241,13935,2010-02-08 20:50:00
1,1158,1380004274,11742,2010-02-08 22:45:00
2,434,10618,12768,2010-04-08 18:55:00
2,1101,11821,20496,2010-02-08 09:30:00
1,1193,11821,14170,2010-02-08 10:10:00
2,900,1380009311,10928,2010-02-08 15:50:00
1,1086,1380012027,13144,2010-04-08 21:30:00
1,921,13809,16590,2010-02-08 21:20:00
2,182,1380034898,11202,2010-02-08 17:30:00
2,184,16036,20586,2010-03-08 23:40:00
3,1194,21238,12982,2010-04-08 19:35:00
1,180,18039,15315,2010-05-08 07:35:00
1,1014,17241,18329,2010-02-08 10:40:00
1,810,1380009311,12918,2010-02-08 01:10:00
1,608,20273,18443,2010-04-08 22:30:00
1,732,17393,12308,2010-02-08 19:50:00
1,1285,12448,16120,2010-02-08 21:15:00
1,1154,20759,16748,2010-03-08 10:25:00
1,1005,1380034174,19926,2010-02-08 20:00:00
1,372,17537,10162,2010-04-08 23:05:00
1,366,17165,10242,2010-02-08 09:05:00
1,182,21582,13457,2010-03-08 15:10:00
1,489,14993,12308,2010-03-08 21:35:00
1,916,20331,12158,2010-04-08 18:30:00
1,1074,1380012905,19472,2010-03-08 09:50:00
1,574,21015,10914,2010-02-08 11:45:00
1,180,13980,18447,2010-02-08 12:35:00
6,1217,21977,19327,2010-02-08 01:15:00
2,368,10813,18484,2010-03-08 08:50:00
1,752,21515,17687,2010-02-08 15:10:00
1,977,17537,10705,2010-02-08 06:45:00
1,2703,21660,15051,2010-04-08 18:50:00
1,1213,14981,18267,2010-04-08 19:50:00
1,188,1380009311,1380009311,2010-02-08 21:00:00
2,1241,1380032142,14388,2010-02-08 22:20:00
1,361,15220,17706,2010-02-08 10:15:00
9,184,1380034898,11202,2010-04-08 22:50:00
2,527,20154,11516,2010-04-08 13:30:00
6,181,14443,11331,2010-05-08 23:45:00
1,993,16958,15960,2010-02-08 23:35:00
2,1350,21238,13287,2010-05-08 11:55:00
4,872,21221,18147,2010-02-08 19:35:00
1,2230,1380038119,21571,2010-04-08 08:45:00
3,1302,21242,12853,2010-05-08 00:20:00
1,770,21217,14610,2010-02-08 21:35:00
5,180.4,21238,21238,2010-05-08 13:55:00
100,362,12728,12728,2010-03-08 19:05:00
2,966,21977,10046,2010-04-08 14:45:00
1,368,19179,16003,2010-04-08 19:45:00
1,1100,19964,13176,2010-04-08 14:55:00
1,184,21889,20496,2010-03-08 11:20:00
1,361,17537,12918,2010-04-08 04:10:00
1,362,15152,12159,2010-05-08 11:05:00
6,1374,1380034898,15096,2010-03-08 21:40:00
1,1296,21242,20496,2010-05-08 07:55:00
1,967,20481,10934,2010-05-08 09:30:00
1,187,10116,20662,2010-02-08 13:05:00
4,1325,20273,14665,2010-05-08 15:25:00
5,902,21238,14139,2010-05-08 22:00:00
8,1384,1380034898,16885,2010-05-08 20:15:00
1,1277,1380032142,19798,2010-04-08 22:00:00
1,519,10670,12653,2010-04-08 06:40:00
1,1088,1380009311,10243,2010-02-08 17:05:00
1,201,17706,10579,2010-02-08 16:45:00
6,1095,11821,11295,2010-02-08 08:30:00
1,507,14919,14566,2010-05-08 15:25:00
1,1115,21217,14162,2010-04-08 20:25:00
2,1451,12872,16075,2010-04-08 18:45:00
1,463,13968,12884,2010-02-08 17:55:00
1,1782,1380009311,14590,2010-04-08 21:15:00
1,931,20365,14139,2010-05-08 10:55:00
1,346,1380003891,16845,2010-04-08 00:15:00
1,1423,10116,16748,2010-03-08 13:50:00
1,296,1380023164,13543,2010-02-08 15:55:00
1,543,14170,17083,2010-02-08 13:50:00
1,778,14443,13699,2010-04-08 21:45:00
1,1102,21217,12768,2010-04-08 01:50:00
3,1215,18558,11863,2010-05-08 00:20:00
1,140,21540,21542,2010-03-08 22:35:00
1,725,19327,19887,2010-02-08 13:20:00
1,502,21238,14876,2010-04-08 00:55:00
5,390,1380039621,1380009311,2010-02-08 22:15:00
1,369,13342,10451,2010-05-08 08:50:00
1,542,10679,10472,2010-03-08 19:15:00
2,1069,14231,13302,2010-03-08 10:55:00
1,440,17324,12853,2010-05-08 11:10:00
2,569,20273,18329,2010-04-08 01:30:00
1,544,18025,17147,2010-03-08 13:40:00
1,947,15688,15176,2010-05-08 22:45:00
1,1232,12728,11344,2010-04-08 19:10:00
2,179,15700,20256,2010-02-08 11:40:00
4,368,11458,10569,2010-04-08 13:20:00
1,908,20503,13885,2010-03-08 23:25:00
1,917,10558,22135,2010-02-08 22:05:00
1,1431,21242,11568,2010-05-08 18:15:00
2,249,13610,17101,2010-03-08 01:30:00
1,359,14386,12617,2010-04-08 19:50:00
1,231,11982,11562,2010-04-08 22:15:00
1,536,21217,17286,2010-03-08 02:20:00
1,1205,20154,20496,2010-02-08 19:15:00
1,510,17891,21214,2010-05-08 11:55:00
2,988,21977,10046,2010-02-08 17:25:00
1,1086,17147,20500,2010-03-08 18:50:00
1,361,1380029334,1380029334,2010-05-08 00:50:00
1,529,20431,11344,2010-03-08 11:55:00
10,1088,21238,21238,2010-05-08 11:50:00
1,607,21217,11806,2010-04-08 21:30:00
1,993,21238,12692,2010-03-08 21:35:00
1,512,18959,21540,2010-02-08 23:35:00
1,2114,15170,15967,2010-04-08 13:35:00
1,517,17995,21214,2010-03-08 08:35:00
1,952,21242,15533,2010-03-08 01:45:00
3,365,15220,13740,2010-05-08 16:05:00
1,683,13039,20481,2010-05-08 12:30:00
1,734,18881,11251,2010-02-08 10:20:00
1,503,19664,18652,2010-04-08 14:00:00
1,182,19179,12159,2010-05-08 15:25:00
3,1439,13937,1380009263,2010-02-08 15:15:00
1,549,15170,14912,2010-02-08 19:10:00
1,594,20545,15834,2010-04-08 16:10:00
1,1275,10813,1380005449,2010-04-08 23:30:00
1,350,13393,16603,2010-02-08 00:20:00
1,1419,15199,19327,2010-04-08 22:25:00
1,408,22123,20533,2010-03-08 08:50:00
1,555,20347,17775,2010-02-08 14:45:00
1,908,12174,15489,2010-02-08 09:05:00
2,687,15560,11452,2010-02-08 23:40:00
1,1447,20154,13999,2010-03-08 17:45:00
3,819,11821,14242,2010-03-08 04:35:00
1,342,12308,16169,2010-02-08 13:20:00
1,436,11911,19472,2010-02-08 11:25:00
8,353,21515,21541,2010-05-08 12:05:00
2,631,21242,12649,2010-02-08 01:30:00
3,913,1380012824,16433,2010-03-08 21:40:00
1,910,14932,10908,2010-03-08 19:40:00
1,1273,21176,15520,2010-05-08 10:10:00
1,236,17167,19128,2010-04-08 22:50:00
6,854,11821,16539,2010-03-08 14:15:00
1,365,14993,13639,2010-03-08 20:45:00
6,950,21242,18147,2010-02-08 19:05:00
1,2876,21242,1380028805,2010-03-08 20:45:00
49,1453,21238,21238,2010-02-08 09:15:00
1,366,1380009311,16421,2010-02-08 05:00:00
1,364,1380029334,1380029334,2010-04-08 16:35:00
1,435,21217,18733,2010-05-08 16:10:00
1,2225,1380027976,18407,2010-02-08 18:50:00
9,542,1380009311,1380009311,2010-04-08 01:55:00
2,1319,21176,12159,2010-03-08 12:15:00
100,180,12728,12728,2010-04-08 08:10:00
1,1768,17324,11132,2010-03-08 20:00:00
1,1466,1380011791,13620,2010-05-08 08:50:00
1,1085,21221,14139,2010-04-08 12:35:00
1,627,12296,12649,2010-05-08 15:10:00
1,806,21541,12893,2010-03-08 20:35:00
1,583,1380041827,10179,2010-04-08 16:40:00
1,361,20481,10798,2010-02-08 17:35:00
1,536,1380003672,17850,2010-03-08 03:10:00
1,842,10026,10580,2010-03-08 21:25:00
6,365,14386,21050,2010-04-08 22:25:00
1,545,15170,18916,2010-02-08 13:30:00
8,1668,16741,13058,2010-02-08 19:10:00
1,363,10026,11591,2010-05-08 12:15:00
4,186,12249,14337,2010-04-08 08:15:00
3,745,11821,11863,2010-02-08 16:35:00
1,216,1380035758,1380035758,2010-05-08 22:15:00
4,775,13179,21214,2010-05-08 21:10:00
1,1742,15220,16912,2010-05-08 19:25:00
1,1178,19678,17450,2010-03-08 14:25:00
1,681,17408,10912,2010-03-08 06:10:00
1,223,10116,10145,2010-03-08 11:40:00
1,763,17687,15960,2010-02-08 09:20:00
2,184,13854,19194,2010-05-08 12:10:00
1,360,10813,18484,2010-05-08 13:35:00
1,702,20759,10841,2010-02-08 13:05:00
2,540,22012,20586,2010-04-08 21:25:00
1,1015,12366,10607,2010-03-08 00:55:00
2,183,12366,15910,2010-04-08 15:15:00
2,720,15220,21632,2010-02-08 18:15:00
5,2103,18558,10235,2010-05-08 07:40:00
1,472,19472,14974,2010-03-08 21:15:00
2,378,14651,12283,2010-04-08 14:45:00
2,827,21242,14610,2010-05-08 07:10:00
1,1049,21221,11520,2010-02-08 15:25:00
2,1205,20154,16733,2010-03-08 14:10:00
1,1008,11728,12896,2010-02-08 23:00:00
1,724,21057,10178,2010-04-08 07:45:00
2,1975,11821,21586,2010-02-08 18:05:00
16,1163,1380029334,1380029334,2010-03-08 20:00:00
1,321,16286,14720,2010-04-08 04:45:00
1,1517,1380009263,13149,2010-05-08 01:40:00
1,389,17200,1380013851,2010-04-08 20:15:00
1,906,11890,15682,2010-03-08 10:15:00
2,1127,12308,1380003883,2010-05-08 02:15:00
1,369,17324,12854,2010-02-08 16:15:00
1,790,21238,16870,2010-05-08 21:05:00
1,912,21238,11458,2010-05-08 13:25:00
1,1106,15285,21223,2010-05-08 10:50:00
1,393,17147,16421,2010-04-08 01:25:00
1,1108,21238,14443,2010-03-08 21:00:00
1,182,21923,20280,2010-04-08 14:45:00
1,179,17679,11925,2010-04-08 15:40:00
2,362,15170,15417,2010-02-08 14:00:00
1,533,14565,13629,2010-02-08 21:35:00
1,180,18451,17728,2010-05-08 13:20:00
1,1080,20231,17935,2010-02-08 14:45:00
1,1401,21242,19175,2010-05-08 08:30:00
1,671,14443,18058,2010-05-08 01:30:00
12,888,1380009311,12897,2010-05-08 21:50:00
1,457,16739,18848,2010-05-08 11:10:00
1,725,10387,19312,2010-05-08 19:40:00
2,854,1380032142,10046,2010-04-08 22:05:00
1,1087,1380019401,11161,2010-04-08 16:50:00
1,643,13179,11863,2010-02-08 23:30:00
2,617,12762,20496,2010-05-08 17:30:00
3,938,15292,18797,2010-03-08 22:00:00
3,901,15220,18344,2010-02-08 18:55:00
1,1023,1380034174,12645,2010-02-08 18:35:00
5,408,13039,11863,2010-05-08 16:10:00
2,903,10058,20348,2010-03-08 18:15:00
2,1363,22134,10695,2010-04-08 21:30:00
1,474,13651,12483,2010-04-08 07:40:00
1,533,21302,16405,2010-04-08 16:10:00
1,185,1380034898,21665,2010-02-08 23:10:00
1,913,10500,19798,2010-05-08 07:20:00
1,1114,11956,20586,2010-03-08 06:20:00
2,237,1380009007,17687,2010-05-08 03:00:00
1,1355,15477,19662,2010-03-08 09:35:00
1,717,10778,11656,2010-05-08 13:30:00
2,543,15292,13039,2010-02-08 13:30:00
1,547,15199,13698,2010-03-08 13:00:00
4,543,16169,12918,2010-04-08 09:45:00
3,671,16648,11833,2010-03-08 11:20:00
1,559,17324,11808,2010-04-08 13:15:00
2,301,1380003891,20357,2010-03-08 01:30:00
4,1273,17147,20178,2010-03-08 19:10:00
1,1043,1380022893,14720,2010-03-08 21:45:00
1,908,20256,21685,2010-04-08 19:25:00
1,183,20273,13095,2010-03-08 14:45:00
100,181,12728,12728,2010-03-08 18:05:00
2,718,1380009311,11161,2010-05-08 14:25:00
1,755,12586,19472,2010-02-08 19:00:00
1,365,10813,16295,2010-02-08 20:45:00
1,1244,21238,1380006657,2010-02-08 23:10:00
2,678,14443,17775,2010-02-08 03:15:00
1,1576,17408,1380016142,2010-02-08 17:15:00
1,873,15286,15415,2010-04-08 12:05:00
2,181,21303,16497,2010-04-08 19:30:00
3,1305,11821,14939,2010-02-08 12:15:00
1,1032,1380003891,12308,2010-05-08 13:30:00
3,2759,21238,16036,2010-04-08 18:30:00
10,298,14443,13095,2010-03-08 21:55:00
1,185,13302,17706,2010-04-08 19:00:00
1,1014,19618,13070,2010-02-08 07:25:00
1,904,20637,12159,2010-05-08 08:55:00
1,537,1380034174,1380034898,2010-03-08 18:50:00
6,1206,1380009311,12884,2010-05-08 18:25:00
1,362,14993,14990,2010-04-08 09:55:00
1,547,20273,14348,2010-04-08 23:35:00
3,883,17393,14720,2010-04-08 13:10:00
1,360,14019,11309,2010-04-08 04:05:00
1,184,1380032188,15410,2010-03-08 09:50:00
2,500,18558,18247,2010-04-08 21:50:00
2,268,1380015741,10842,2010-03-08 03:55:00
1,625,13854,16724,2010-04-08 14:15:00
1,181,17106,14626,2010-05-08 18:40:00
1,921,18558,14470,2010-04-08 00:30:00
2,388,15220,13342,2010-05-08 15:25:00
1,510,14242,18959,2010-03-08 14:25:00
1,362,18835,14116,2010-02-08 13:25:00
2,547,17147,16123,2010-04-08 20:45:00
3,537,11238,11251,2010-04-08 14:40:00
4,720,21574,20586,2010-05-08 19:20:00
1,857,10163,16982,2010-03-08 23:40:00
4,1800,17048,17380,2010-04-08 13:35:00
1,253,20273,14443,2010-04-08 23:30:00
1,1827,17496,17877,2010-03-08 13:15:00
1,494,21541,20496,2010-05-08 13:25:00
1,320,17201,10705,2010-02-08 08:40:00
2,935,21217,10470,2010-02-08 01:00:00
1,902,16295,12929,2010-05-08 18:55:00
1,1331,15285,14720,2010-03-08 23:05:00
2,1035,21541,15961,2010-04-08 04:50:00
1,437,13945,18484,2010-04-08 17:00:00
16,366,1380009311,1380009311,2010-02-08 02:10:00
2,651,21217,18329,2010-03-08 03:50:00
2,180,21515,10242,2010-05-08 11:20:00
1,908,21217,14139,2010-05-08 12:15:00
4,360,16741,10914,2010-04-08 15:35:00
1,631,1380020206,20273,2010-03-08 10:50:00
2,361,11416,18720,2010-03-08 13:00:00
2,364,13926,14461,2010-05-08 14:10:00
1,821,14932,12512,2010-04-08 16:45:00
2,547,14443,14543,2010-05-08 21:55:00
1,1621,15886,14883,2010-05-08 15:45:00
1,691,21645,14116,2010-03-08 22:35:00
1,183,15152,19798,2010-03-08 14:25:00
1,1287,19964,10705,2010-02-08 17:10:00
1,1085,1380012824,17726,2010-04-08 21:30:00
4,183,20273,14276,2010-03-08 00:20:00
1,505,10026,12308,2010-03-08 17:15:00
1,1091,17625,11251,2010-03-08 12:20:00
1,656,16741,13762,2010-02-08 15:45:00
1,855,10058,13035,2010-05-08 21:30:00
2,988,12864,13936,2010-03-08 12:20:00
1,720,12073,1380013900,2010-05-08 18:25:00
1,334,13095,12158,2010-05-08 19:45:00
12,1615,1380009311,13739,2010-02-08 22:45:00
3,1118,11821,12799,2010-04-08 10:50:00
1,2162,10789,11562,2010-05-08 19:05:00
1,529,21302,17453,2010-04-08 11:55:00
1,1166,1380005616,15960,2010-02-08 18:30:00
1,1092,13926,11517,2010-02-08 15:45:00
1,983,20503,22094,2010-05-08 22:05:00
1,362,13393,19749,2010-03-08 15:15:00
1,182,13393,13740,2010-03-08 07:50:00
1,1273,17104,10472,2010-02-08 17:45:00
1,2171,14932,17775,2010-04-08 19:25:00
1,686,10778,13740,2010-02-08 20:35:00
3,545,10558,11836,2010-02-08 12:45:00
1,363,15220,14162,2010-03-08 14:35:00
1,179,13069,16281,2010-03-08 04:10:00
1,1369,17594,12648,2010-05-08 21:20:00
1,819,14515,14610,2010-03-08 12:50:00
2,550,13926,13150,2010-02-08 13:00:00
1,2090,21434,13415,2010-05-08 19:35:00
1,1179,15841,12717,2010-04-08 11:35:00
2,1091,21217,20481,2010-04-08 12:40:00
3,360,1380034898,16448,2010-05-08 16:25:00
4,548,1380009311,1380009311,2010-04-08 06:40:00
1,922,17048,12868,2010-02-08 16:20:00
1,496,21540,12649,2010-04-08 01:05:00
1,545,1380018978,17877,2010-05-08 20:50:00
2,901,14170,15056,2010-03-08 12:10:00
1,1104,17710,16518,2010-04-08 12:05:00
1,356,17048,13342,2010-03-08 21:20:00
1,1257,12366,14070,2010-03-08 17:55:00
1,165,16116,11161,2010-04-08 20:20:00
1,542,12049,19599,2010-02-08 21:40:00
3,541,14409,16405,2010-04-08 20:35:00
1,1201,21238,17687,2010-04-08 15:45:00
1,1656,21462,1380005942,2010-04-08 19:55:00
3,1469,21238,10162,2010-04-08 16:45:00
1,342,17385,10648,2010-02-08 11:10:00
1,1260,11417,21582,2010-03-08 17:10:00
1,1088,21541,18411,2010-04-08 20:40:00
1,860,13809,15176,2010-03-08 09:20:00
1,1418,14409,20496,2010-04-08 08:30:00
1,918,19197,11539,2010-04-08 18:50:00
1,1066,21242,10046,2010-04-08 21:50:00
2,849,20599,11836,2010-02-08 00:00:00
2,816,21238,11863,2010-05-08 13:50:00
3,404,11821,17286,2010-03-08 00:10:00
1,363,21302,11718,2010-04-08 10:55:00
1,875,10679,18329,2010-03-08 20:15:00
2,298,16648,13980,2010-05-08 12:50:00
