observations,TravelTime,startNodeID,endNodeID,interval
1,188,20503,20481,2010-02-08 17:45:00
1,360,12231,12648,2010-05-08 20:40:00
1,357,11032,21222,2010-02-08 20:25:00
1,713,11821,14801,2010-02-08 23:35:00
1,411,12640,10914,2010-02-08 14:30:00
1,363,19964,13184,2010-02-08 08:35:00
3,371,17048,17775,2010-04-08 13:00:00
1,359,12366,16295,2010-04-08 01:55:00
3,705,17408,13168,2010-03-08 12:00:00
4,722,21238,21238,2010-05-08 00:00:00
1,1272,21238,21695,2010-02-08 16:05:00
2,431,18558,15818,2010-02-08 00:35:00
1,543,15152,11284,2010-02-08 20:55:00
1,1820,1380003829,18385,2010-03-08 20:55:00
1,1493,21238,15624,2010-02-08 21:10:00
100,544,12728,12728,2010-04-08 16:50:00
4,548,1380029334,13936,2010-02-08 19:15:00
2,719,14386,10436,2010-03-08 17:35:00
2,1450,17106,15489,2010-04-08 16:40:00
1,362,1380029334,1380029334,2010-03-08 15:05:00
1,364,20270,14348,2010-02-08 07:45:00
1,184,14443,17380,2010-04-08 12:05:00
1,1242,22015,11251,2010-03-08 18:00:00
3,1069,1380009311,12648,2010-02-08 19:10:00
1,1266,17147,10425,2010-05-08 21:55:00
1,544,16472,15390,2010-02-08 09:20:00
1,359,20273,14337,2010-03-08 23:45:00
3,183,12574,19334,2010-05-08 11:25:00
1,841,21217,10024,2010-03-08 20:45:00
1,352,21303,11414,2010-03-08 17:40:00
36,361,1380009311,1380009311,2010-03-08 18:55:00
1,958,21242,10914,2010-02-08 12:35:00
1,828,13212,12693,2010-05-08 12:40:00
2,976,21221,10046,2010-02-08 01:10:00
1,538,15170,18147,2010-05-08 11:05:00
8,838,14443,15961,2010-05-08 03:20:00
2,1370,12358,11555,2010-05-08 21:15:00
1,364,10058,17743,2010-03-08 19:05:00
1,949,15570,15960,2010-04-08 20:35:00
1,1048,20759,14501,2010-04-08 21:25:00
22,723,1380009311,12717,2010-03-08 07:20:00
1,183,12153,16036,2010-04-08 02:15:00
1,363,10558,18034,2010-05-08 21:45:00
1,1385,21238,19136,2010-04-08 22:50:00
2,634,21238,21238,2010-02-08 16:25:00
1,721,15417,12447,2010-02-08 20:20:00
1,546,1380004464,13700,2010-02-08 10:55:00
1,1107,13687,10705,2010-02-08 20:20:00
1,1108,13547,14720,2010-04-08 14:45:00
3,303,16741,14939,2010-03-08 16:45:00
1,1187,21221,17687,2010-03-08 15:20:00
1,363,1380016127,14200,2010-05-08 17:55:00
1,362,13688,19179,2010-04-08 10:10:00
3,743,21238,14610,2010-04-08 19:15:00
1,757,21217,15688,2010-04-08 23:20:00
1,180,13981,11979,2010-02-08 14:15:00
5,179,17106,16473,2010-02-08 12:10:00
1,582,15245,11309,2010-04-08 12:05:00
1,1055,21217,15984,2010-05-08 15:10:00
2,1972,16617,16278,2010-02-08 09:05:00
1,185,14916,18329,2010-03-08 12:40:00
1,184,17250,10788,2010-02-08 10:20:00
2,1213,17122,11836,2010-03-08 21:30:00
6,1276,17147,20481,2010-04-08 18:40:00
9,728,21238,21238,2010-04-08 05:35:00
2,891.5,21217,11863,2010-04-08 16:20:00
2,765,12786,19111,2010-04-08 20:10:00
1,185,20273,18046,2010-04-08 15:50:00
6,1516,11821,12366,2010-02-08 11:55:00
1,736,12859,13639,2010-02-08 07:40:00
1,1146,17679,14665,2010-03-08 20:10:00
1,902,13926,13320,2010-05-08 13:45:00
1,959,18152,11611,2010-05-08 10:25:00
1,1092,17649,20585,2010-02-08 13:55:00
1,1348,20144,14665,2010-05-08 16:15:00
1,1192,12562,15984,2010-04-08 16:55:00
3,187,1380009311,1380039621,2010-04-08 23:15:00
2,544,18344,16186,2010-05-08 22:30:00
2,648,1380015589,19472,2010-04-08 08:20:00
1,361,17702,15691,2010-04-08 15:50:00
100,540,12728,12728,2010-03-08 16:35:00
1,722,11420,13699,2010-04-08 17:20:00
1,181,1380002815,10824,2010-03-08 10:55:00
1,2118,17200,21222,2010-02-08 19:15:00
1,545,17250,10813,2010-02-08 12:15:00
1,554,1380012823,15182,2010-05-08 12:05:00
1,283,11821,19502,2010-04-08 17:45:00
1,1040,21221,20481,2010-04-08 16:00:00
2,1663,10679,21242,2010-04-08 14:10:00
2,1605,12249,15702,2010-02-08 00:05:00
3,1303,21217,19327,2010-02-08 12:10:00
2,1611,13854,15624,2010-05-08 18:45:00
2,360,19179,12159,2010-02-08 17:05:00
1,364,12249,16186,2010-03-08 16:25:00
1,967,21221,20382,2010-04-08 10:40:00
9,1342,16741,11251,2010-04-08 18:00:00
1,424,10552,12436,2010-04-08 20:40:00
1,841,13651,17877,2010-04-08 22:05:00
1,681,12366,21695,2010-05-08 22:30:00
1,630,10564,16748,2010-03-08 08:50:00
1,948,1380009311,13149,2010-03-08 01:05:00
4,365,21740,21740,2010-05-08 07:10:00
1,546,1380034898,17605,2010-04-08 15:05:00
2,869,21217,16186,2010-05-08 01:55:00
1,662,22012,20581,2010-03-08 02:25:00
2,356,11620,14104,2010-05-08 02:00:00
4,360,12366,15489,2010-04-08 23:15:00
1,282,20027,16748,2010-04-08 12:40:00
1,716,13342,13034,2010-03-08 00:25:00
2,546,14443,19650,2010-04-08 19:30:00
4,780,1380009311,16982,2010-03-08 21:45:00
1,364,17147,12762,2010-04-08 10:45:00
1,680,21217,17949,2010-05-08 00:05:00
4,677,13179,15688,2010-03-08 21:05:00
2,517,10813,12308,2010-04-08 20:15:00
2,1090,21221,16733,2010-04-08 20:20:00
1,305,12249,10510,2010-02-08 02:55:00
1,309,18484,18484,2010-05-08 15:10:00
1,544,21849,18848,2010-05-08 14:00:00
2,1503,13945,16885,2010-04-08 14:55:00
4,574,13179,11863,2010-04-08 22:20:00
14,411,1380009311,20496,2010-05-08 13:40:00
1,180,11373,18983,2010-03-08 19:25:00
1,692,21162,17453,2010-02-08 16:15:00
1,904,14932,17450,2010-02-08 17:40:00
1,724,18164,13070,2010-05-08 12:30:00
2,564,13854,17429,2010-03-08 15:10:00
2,730,13589,18033,2010-04-08 16:35:00
1,717,21050,14829,2010-03-08 19:45:00
5,872,1380009311,17176,2010-03-08 22:50:00
2,487,14386,10500,2010-05-08 22:40:00
1,616,22012,17775,2010-03-08 05:00:00
2,363,12788,12762,2010-03-08 00:20:00
100,1625,12728,12728,2010-04-08 07:00:00
1,364,18484,18484,2010-05-08 15:05:00
1,436,1380012823,18648,2010-03-08 01:40:00
2,1247,20322,21234,2010-05-08 15:35:00
2,722,20256,10046,2010-03-08 18:25:00
1,180,21923,14672,2010-03-08 19:25:00
1,543,21541,12960,2010-04-08 19:35:00
2,879,14167,11522,2010-05-08 16:35:00
2,1374,12366,13731,2010-04-08 15:35:00
1,1140,21651,19510,2010-05-08 15:00:00
2,1261,21242,1380009263,2010-05-08 14:45:00
1,162,21655,16546,2010-05-08 20:30:00
1,459,11601,10543,2010-02-08 05:40:00
1,903,21015,20585,2010-02-08 16:35:00
1,184,15417,18916,2010-05-08 11:55:00
1,391,1380009311,16421,2010-03-08 20:05:00
1,1062,1380037833,10618,2010-05-08 15:10:00
2,834,18835,11251,2010-04-08 09:30:00
2,1581,15199,11516,2010-02-08 13:45:00
1,593,16433,15961,2010-05-08 22:40:00
1,184,13095,19356,2010-05-08 20:05:00
4,1187,21917,12918,2010-04-08 15:40:00
1,182,16741,14162,2010-05-08 16:35:00
1,1035,15170,11251,2010-04-08 19:00:00
1,184,12930,19472,2010-03-08 19:55:00
1,187,13302,17379,2010-05-08 00:35:00
1,1263,21242,13302,2010-04-08 23:25:00
1,1143,20273,10934,2010-03-08 22:10:00
2,167,16741,12727,2010-02-08 22:25:00
2,724,16741,10914,2010-03-08 14:00:00
1,1276,14970,12762,2010-04-08 07:30:00
2,551,21242,20286,2010-03-08 08:15:00
2,365,10163,12159,2010-02-08 10:50:00
1,545,14443,12156,2010-04-08 13:15:00
1,491,1380034174,16421,2010-04-08 21:15:00
2,698,21541,12893,2010-04-08 01:35:00
1,723,10026,14795,2010-03-08 14:40:00
2,363,21923,18835,2010-03-08 17:25:00
1,852,21217,12693,2010-02-08 21:05:00
3,999,15921,13740,2010-05-08 12:35:00
1,180,21007,12859,2010-04-08 04:20:00
1,366,14443,17165,2010-05-08 20:05:00
2,685,21221,12716,2010-05-08 16:20:00
1,779,10679,12159,2010-05-08 09:05:00
4,1106,11458,20496,2010-03-08 10:00:00
1,547,21541,17380,2010-02-08 21:30:00
1,543,21242,16342,2010-03-08 23:05:00
2,183,12148,16748,2010-03-08 19:40:00
1,1378,20273,1380029955,2010-04-08 19:30:00
2,943,19695,21234,2010-02-08 07:05:00
1,787,1380029432,10580,2010-02-08 16:05:00
1,864,12320,20453,2010-02-08 22:05:00
1,666,12308,14929,2010-02-08 20:40:00
1,321,13222,10500,2010-04-08 21:50:00
1,183,21451,11344,2010-04-08 02:50:00
1,630,1380012824,17687,2010-02-08 15:10:00
1,377,13968,14215,2010-03-08 19:15:00
1,2188,12892,20481,2010-02-08 06:40:00
1,1244,21217,13911,2010-02-08 15:30:00
1,1251,21242,16003,2010-02-08 16:20:00
4,366,1380029334,1380029334,2010-03-08 19:25:00
1,364,16110,12153,2010-05-08 12:50:00
1,1153,15152,19926,2010-04-08 23:05:00
1,544,15220,15984,2010-05-08 23:40:00
3,182,17106,11997,2010-03-08 21:50:00
1,514,1380009311,16421,2010-04-08 15:30:00
100,182,1380009311,1380009311,2010-03-08 19:50:00
2,1960,12788,13629,2010-05-08 00:05:00
2,180,15220,11883,2010-02-08 08:25:00
2,401,20481,21571,2010-05-08 13:05:00
1,182,14170,13095,2010-03-08 00:40:00
1,359,13548,19671,2010-04-08 19:40:00
2,916,1380012824,19798,2010-02-08 10:40:00
1,231,15292,15292,2010-05-08 20:30:00
3,1447,21242,12929,2010-03-08 21:25:00
1,426,20403,15961,2010-03-08 13:35:00
1,313,1380031698,21234,2010-03-08 14:55:00
1,1447,1380009311,16472,2010-04-08 13:05:00
1,326,16433,18090,2010-02-08 22:05:00
1,721,18916,11824,2010-03-08 09:50:00
2,1532,14170,11251,2010-05-08 21:50:00
2,955,12892,13399,2010-04-08 22:05:00
3,547,12788,14975,2010-05-08 00:30:00
1,368,21515,19179,2010-04-08 14:15:00
1,360,17165,19886,2010-05-08 20:25:00
1,213,13809,13809,2010-03-08 12:00:00
2,448,17088,14990,2010-02-08 02:05:00
9,591,12366,13980,2010-02-08 20:55:00
2,901,19749,13153,2010-03-08 08:55:00
1,1169,21746,15960,2010-03-08 12:20:00
1,621,11821,15727,2010-05-08 14:40:00
1,453,12366,11182,2010-02-08 20:40:00
1,655,1380003891,11863,2010-02-08 08:00:00
9,546,21238,21238,2010-03-08 21:25:00
2,388,10558,16982,2010-03-08 18:05:00
1,1193,15170,14104,2010-03-08 19:50:00
100,181,12728,12728,2010-03-08 14:50:00
1,506,16169,14916,2010-02-08 21:00:00
6,1425,1380009311,11591,2010-02-08 18:25:00
2,363,11458,10912,2010-03-08 22:15:00
1,848,13926,10607,2010-03-08 11:15:00
1,679,21628,19798,2010-03-08 06:20:00
1,1448,13603,13316,2010-03-08 18:25:00
1,901,13357,15691,2010-02-08 08:05:00
1,502,15264,14720,2010-03-08 23:15:00
2,361,20236,22012,2010-05-08 08:40:00
1,736,21238,21238,2010-03-08 12:20:00
1,365,15889,11516,2010-03-08 08:15:00
2,488,12249,12308,2010-05-08 07:40:00
1,181,13039,12648,2010-03-08 14:25:00
2,1280,21217,14170,2010-02-08 18:15:00
2,184,1380034174,1380034174,2010-02-08 14:00:00
1,1178,17537,13935,2010-03-08 19:10:00
1,448,14386,12859,2010-02-08 23:35:00
2,814,21303,14610,2010-05-08 19:05:00
4,725,17393,15984,2010-04-08 22:30:00
2,1013,14386,14109,2010-05-08 10:00:00
1,449,12366,16186,2010-03-08 00:30:00
2,1234,16617,16820,2010-02-08 10:15:00
1,530,22134,16748,2010-02-08 14:50:00
6,846,21217,16919,2010-04-08 21:25:00
1,1446,21769,21545,2010-02-08 15:45:00
2,921,11821,18147,2010-03-08 13:10:00
2,635,16173,16341,2010-03-08 17:05:00
9,549,1380009311,1380009311,2010-03-08 02:10:00
3,1385,20481,11121,2010-05-08 03:40:00
1,179,19933,14230,2010-03-08 17:45:00
1,934,15152,13937,2010-02-08 22:45:00
1,180,20273,13069,2010-02-08 12:25:00
1,391,15170,17201,2010-02-08 09:50:00
1,1316,10638,16769,2010-05-08 20:40:00
1,1091,1380026241,15420,2010-05-08 22:35:00
1,542,21184,10639,2010-02-08 08:25:00
2,301,10618,19472,2010-04-08 18:10:00
2,732,14932,1380003785,2010-02-08 21:50:00
2,670,21217,12649,2010-02-08 01:15:00
1,237,20759,1380026390,2010-02-08 16:10:00
2,1182,15275,11161,2010-04-08 14:30:00
1,999,21305,12648,2010-04-08 19:05:00
1,1254,1380033349,11911,2010-02-08 15:55:00
1,1179,1380032143,13740,2010-05-08 17:50:00
2,937,21923,11251,2010-05-08 18:10:00
1,229,20365,18484,2010-03-08 21:25:00
2,441,21242,18797,2010-02-08 16:40:00
2,716,10558,17605,2010-04-08 14:25:00
2,335,13809,12159,2010-03-08 17:45:00
1,634,1380026241,13693,2010-05-08 09:10:00
1,186,15285,13095,2010-02-08 20:25:00
1,923,14672,17753,2010-04-08 16:05:00
1,1771,17876,16075,2010-05-08 16:15:00
1,184,1380009311,20481,2010-03-08 11:35:00
4,1122,21238,10914,2010-05-08 11:05:00
1,830,21043,16421,2010-03-08 21:45:00
2,373,12864,11863,2010-03-08 13:15:00
1,327,1380034174,15997,2010-02-08 12:10:00
2,1234,1380009311,17450,2010-05-08 16:45:00
2,847,16143,15489,2010-02-08 10:05:00
1,918,17624,18308,2010-04-08 21:10:00
2,1107,21221,16733,2010-02-08 16:35:00
1,410,13340,14012,2010-04-08 07:10:00
11,1757,14443,1380035136,2010-02-08 03:10:00
1,554,14651,19029,2010-03-08 22:05:00
3,1045,21977,13911,2010-05-08 09:55:00
1,547,21578,10618,2010-05-08 14:00:00
3,250,14443,20273,2010-03-08 13:15:00
1,390,1380003672,12041,2010-02-08 00:20:00
1,1816,1380034312,14443,2010-03-08 08:40:00
1,1071,20365,10920,2010-03-08 22:40:00
4,184,17165,14109,2010-05-08 22:45:00
1,975,17165,15599,2010-05-08 08:25:00
1,740,10558,16748,2010-03-08 12:35:00
9,720,1380009311,1380009311,2010-03-08 08:55:00
1,1265,21515,20552,2010-04-08 15:00:00
2,180,13945,11748,2010-02-08 15:20:00
1,820,14372,13095,2010-02-08 09:05:00
5,877,1380009311,17201,2010-04-08 04:05:00
3,444,13179,12648,2010-02-08 20:10:00
3,1424,1380002627,15984,2010-03-08 21:30:00
2,534,20273,12169,2010-05-08 22:50:00
3,490,1380009311,21571,2010-02-08 20:50:00
1,632,19695,18443,2010-03-08 23:05:00
1,746,20403,17949,2010-02-08 21:50:00
1,855,17250,12617,2010-02-08 00:10:00
1,722,19108,16186,2010-04-08 20:50:00
1,577,20273,18938,2010-02-08 23:10:00
1,1022,21221,13911,2010-02-08 12:05:00
1,802,11784,18385,2010-04-08 16:00:00
1,908,15170,11331,2010-03-08 08:30:00
2,441,13302,17083,2010-04-08 12:50:00
1,1212,21217,18025,2010-02-08 17:10:00
1,666,21217,14610,2010-04-08 03:30:00
1,543,21651,19472,2010-02-08 12:50:00
2,185,10813,14274,2010-03-08 16:05:00
1,552,21574,17283,2010-05-08 19:45:00
1,615,16169,12918,2010-03-08 17:20:00
2,360,17104,18350,2010-05-08 14:40:00
2,1087,11736,12828,2010-05-08 12:05:00
1,578,21541,15185,2010-03-08 22:25:00
1,914,1380039533,20586,2010-03-08 08:25:00
1,730,10026,18237,2010-05-08 09:50:00
3,991,21238,10914,2010-02-08 16:25:00
1,363,21905,17706,2010-03-08 20:55:00
1,719,16472,20568,2010-02-08 16:25:00
1,902,21221,21221,2010-02-08 13:20:00
3,1716,1380009311,17783,2010-03-08 15:00:00
1,1210,21780,11821,2010-05-08 20:50:00
1,182,10618,11780,2010-05-08 11:45:00
1,1305,1380030528,1380009311,2010-03-08 21:55:00
2,1218,21651,10687,2010-04-08 11:35:00
1,547,21889,13965,2010-04-08 11:10:00
1,901,22015,20586,2010-04-08 19:55:00
3,2370,12158,17624,2010-03-08 20:05:00
1,312,17165,16186,2010-03-08 23:50:00
1,673,1380034174,16092,2010-03-08 12:55:00
1,531,11161,20151,2010-05-08 02:55:00
1,3808,15170,11591,2010-02-08 18:15:00
2,1337,12366,19926,2010-03-08 15:00:00
4,943,18558,17472,2010-05-08 14:45:00
2,551,21473,21426,2010-05-08 19:05:00
6,1095,16648,16092,2010-03-08 17:10:00
1,787,1380019401,12884,2010-05-08 23:30:00
2,994,21303,15066,2010-04-08 17:55:00
1,179,15170,18889,2010-04-08 13:25:00
3,1129,21050,11251,2010-05-08 20:20:00
1,360,10026,14276,2010-03-08 15:40:00
1,1779,20365,14720,2010-05-08 18:45:00
1,1364,16281,13720,2010-03-08 21:45:00
1,1460,21238,21238,2010-04-08 15:25:00
1,373,11284,20586,2010-04-08 17:35:00
2,653,21221,19661,2010-05-08 21:00:00
6,982,21238,16733,2010-03-08 13:05:00
2,180,21302,10638,2010-02-08 20:15:00
1,186,21303,17891,2010-03-08 11:50:00
1,1084,20365,17201,2010-03-08 21:10:00
1,469,14409,21242,2010-03-08 06:30:00
1,1063,21217,16733,2010-03-08 20:15:00
1,552,17698,13069,2010-05-08 08:45:00
1,184,21645,18033,2010-02-08 15:15:00
1,909,20365,14622,2010-05-08 15:50:00
2,444,21242,13629,2010-03-08 22:10:00
1,1155,14784,10472,2010-04-08 22:30:00
3,180,17706,16133,2010-04-08 18:00:00
2,541,16169,13589,2010-05-08 15:35:00
1,970,14371,11516,2010-03-08 10:55:00
4,1962,14409,16912,2010-03-08 15:25:00
2,540,11458,14835,2010-02-08 14:10:00
1,543,1380026242,16036,2010-03-08 17:30:00
4,412,15170,16870,2010-03-08 12:10:00
2,1996,15220,14665,2010-05-08 18:15:00
4,2283,18558,12883,2010-05-08 17:40:00
1,444,20481,14139,2010-02-08 13:10:00
9,1172,1380009311,15961,2010-03-08 01:05:00
3,1514,15220,10717,2010-05-08 22:05:00
1,1274,13854,11808,2010-03-08 18:20:00
1,184,12872,13357,2010-03-08 14:05:00
1,941,10778,11806,2010-05-08 12:20:00
1,442,13854,17083,2010-05-08 13:10:00
1,342,11574,14443,2010-04-08 20:40:00
1,343,21656,17283,2010-02-08 13:25:00
3,913,21303,12432,2010-04-08 19:30:00
1,494,15220,17687,2010-02-08 01:10:00
1,720,20481,11161,2010-02-08 14:10:00
1,1037,21238,16733,2010-02-08 19:10:00
1,363,1380035758,12976,2010-04-08 12:45:00
2,796,14443,16982,2010-02-08 21:30:00
3,275,16741,10552,2010-04-08 15:50:00
2,544,1380034898,10670,2010-04-08 19:25:00
2,363,15153,19128,2010-02-08 18:15:00
1,720,16169,14461,2010-03-08 21:20:00
1,542,15489,15489,2010-02-08 08:45:00
1,510,21302,18385,2010-02-08 21:00:00
1,1439,21238,17943,2010-02-08 22:15:00
1,1060,12072,20585,2010-02-08 14:25:00
1,530,10679,13854,2010-04-08 23:30:00
100,183,12728,12728,2010-02-08 08:55:00
2,484,11821,11251,2010-04-08 15:30:00
1,811,12358,10046,2010-02-08 20:45:00
1,820,1380009311,17671,2010-04-08 23:25:00
1,183,14443,10670,2010-02-08 22:35:00
1,901,10813,18062,2010-05-08 14:40:00
7,1089,1380009311,13001,2010-03-08 14:30:00
3,1586,20273,11251,2010-03-08 23:20:00
1,1201,17106,10375,2010-04-08 00:10:00
1,753,19327,14916,2010-03-08 07:40:00
1,366,13316,14276,2010-03-08 08:15:00
2,367,11458,11452,2010-03-08 22:15:00
2,549,12249,17687,2010-02-08 13:15:00
1,1284,21217,1380009263,2010-05-08 12:45:00
1,360,15170,10218,2010-03-08 11:35:00
1,721,10510,18492,2010-03-08 18:40:00
2,1119,12366,16912,2010-02-08 23:20:00
2,1394,17200,17313,2010-05-08 21:00:00
1,1032,21977,17450,2010-05-08 17:15:00
1,1091,16073,12786,2010-05-08 16:25:00
2,2051,21303,20235,2010-04-08 11:50:00
1,365,13172,18443,2010-05-08 02:15:00
5,892,21238,15688,2010-05-08 10:25:00
1,1094,19622,15624,2010-02-08 20:30:00
3,1384,15879,19502,2010-04-08 19:40:00
4,1046,15220,18848,2010-03-08 21:40:00
1,1905,17537,14720,2010-04-08 18:05:00
3,560,21515,12648,2010-03-08 17:05:00
1,360,13179,12649,2010-03-08 23:20:00
3,533,14443,19334,2010-02-08 22:25:00
1,546,20273,14792,2010-05-08 20:55:00
1,541,13854,20273,2010-04-08 18:55:00
2,1545,14932,18385,2010-03-08 14:35:00
1,968,13900,18065,2010-03-08 21:05:00
2,967,15170,18076,2010-03-08 19:55:00
3,1342,18558,18484,2010-04-08 12:40:00
1,710,21305,11517,2010-03-08 09:00:00
1,459,17379,15427,2010-04-08 01:35:00
1,685,15170,10596,2010-03-08 13:05:00
4,184,17165,17379,2010-05-08 23:05:00
1,1234,17138,16912,2010-04-08 00:10:00
1,817,1380012824,18862,2010-05-08 18:50:00
2,1195,11821,13109,2010-03-08 00:20:00
1,1310,18184,18267,2010-04-08 16:50:00
1,723,14170,11182,2010-03-08 18:20:00
1,1458,16886,12893,2010-04-08 18:40:00
3,1138,1380022847,15930,2010-05-08 06:05:00
3,1010,1380009311,11806,2010-04-08 15:40:00
1,520,21813,17359,2010-04-08 10:55:00
1,1082,10024,18344,2010-03-08 19:00:00
1,2329,13267,17775,2010-03-08 15:30:00
1,184,16115,14554,2010-04-08 07:00:00
2,1646,17706,21222,2010-04-08 16:35:00
2,546,16169,13911,2010-03-08 08:10:00
2,902,1380003891,19599,2010-02-08 06:45:00
2,545,19662,11863,2010-05-08 08:55:00
8,1031,18558,21571,2010-02-08 06:05:00
100,1810,12728,12728,2010-04-08 20:25:00
1,540,20365,16047,2010-04-08 21:30:00
1,1091,1380021322,10914,2010-05-08 07:50:00
1,661,18751,19337,2010-02-08 10:25:00
6,540,22094,15961,2010-04-08 15:15:00
1,381,14161,22050,2010-03-08 16:45:00
1,539,1380034174,18061,2010-03-08 21:50:00
1,365,11574,12762,2010-05-08 18:15:00
1,370,21541,12716,2010-02-08 20:35:00
4,1331,21238,14962,2010-05-08 22:10:00
1,814,20273,18848,2010-05-08 00:10:00
1,362,22015,13740,2010-05-08 02:35:00
1,1541,12158,17341,2010-03-08 17:40:00
1,1291,12366,21222,2010-04-08 11:50:00
1,541,16648,11911,2010-05-08 17:35:00
8,581,1380034898,15262,2010-05-08 18:55:00
1,965,21238,15051,2010-02-08 22:50:00
2,738,18558,1380012503,2010-03-08 08:20:00
2,367,14409,10695,2010-02-08 18:55:00
1,374,21740,20500,2010-05-08 01:45:00
1,1275,13449,16421,2010-04-08 07:40:00
1,1031,1380032142,14610,2010-03-08 00:00:00
1,542,19695,17283,2010-02-08 16:50:00
1,184,12366,12918,2010-02-08 13:30:00
1,363,1380017790,13184,2010-04-08 08:05:00
1,899,13589,10163,2010-05-08 12:15:00
1,903,21238,21238,2010-02-08 15:50:00
1,182,21162,11414,2010-04-08 17:45:00
3,422,1380009311,16421,2010-02-08 01:40:00
2,727,19179,12648,2010-04-08 17:00:00
2,182,18558,18779,2010-05-08 21:05:00
1,434,21217,18385,2010-04-08 00:55:00
1,362,18551,13035,2010-02-08 22:05:00
9,1259,21238,21238,2010-05-08 11:20:00
2,542,21028,12822,2010-05-08 07:25:00
2,926,21540,14720,2010-05-08 20:35:00
1,727,13945,20632,2010-03-08 20:35:00
2,1509,21217,11900,2010-02-08 22:05:00
1,363,21238,21238,2010-05-08 00:35:00
1,1367,10778,18733,2010-04-08 20:40:00
2,645,21303,11539,2010-04-08 19:45:00
1,542,21398,16885,2010-05-08 06:10:00
5,229,13128,11344,2010-05-08 03:05:00
1,652,11323,13069,2010-03-08 15:30:00
2,902,12148,19879,2010-02-08 18:45:00
1,531,1380003672,12308,2010-03-08 11:40:00
100,1270,12728,12728,2010-02-08 08:10:00
1,592,17309,10571,2010-05-08 08:15:00
1,599,11469,16748,2010-03-08 15:30:00
1,515,20273,12308,2010-03-08 22:50:00
3,366,10026,11780,2010-03-08 12:50:00
1,183,10813,12896,2010-05-08 00:45:00
2,366,18558,12651,2010-02-08 19:05:00
1,924,1380019512,19472,2010-03-08 07:55:00
1,183,19650,15296,2010-03-08 12:35:00
1,928,13892,20581,2010-03-08 22:45:00
4,1013,21238,20586,2010-03-08 19:55:00
1,318,1380010548,10750,2010-04-08 08:05:00
4,1273,1380009311,1380009311,2010-04-08 16:40:00
1,872,1380009311,19029,2010-04-08 23:10:00
1,756,21217,17392,2010-02-08 22:10:00
1,360,14913,10705,2010-05-08 09:10:00
2,363,20365,20138,2010-04-08 14:25:00
3,1081,1380009311,12133,2010-04-08 19:30:00
2,416,10058,12041,2010-03-08 02:40:00
3,363,16648,20027,2010-04-08 17:30:00
2,1024,11821,20496,2010-02-08 09:45:00
1,548,16550,16876,2010-04-08 13:30:00
1,449,20273,16721,2010-03-08 23:45:00
12,353,14443,19472,2010-04-08 20:15:00
1,1238,20273,15681,2010-05-08 22:25:00
3,387,1380009311,12799,2010-02-08 00:10:00
3,726,1380034898,14109,2010-04-08 11:30:00
1,458,1380039621,12716,2010-05-08 02:50:00
2,1054,1380032142,12863,2010-03-08 00:25:00
1,427,20365,17687,2010-02-08 16:15:00
2,906,17687,12929,2010-03-08 17:50:00
3,877,20286,10046,2010-05-08 09:20:00
6,406,11821,17286,2010-05-08 01:10:00
2,694,12892,14665,2010-03-08 21:35:00
1,368,20154,18424,2010-03-08 16:30:00
1,542,15439,10373,2010-03-08 15:35:00
1,185,10676,17225,2010-05-08 17:35:00
1,722,18345,21030,2010-02-08 03:20:00
1,723,21166,18797,2010-04-08 20:30:00
1,1017,21217,12414,2010-04-08 20:15:00
1,1518,21217,16733,2010-03-08 14:50:00
2,557,17702,16186,2010-04-08 20:55:00
2,362,12366,14161,2010-02-08 12:50:00
1,360,15963,12157,2010-02-08 14:00:00
3,1032,1380009311,17605,2010-05-08 16:50:00
1,360,16546,13069,2010-04-08 07:35:00
2,222,14443,12159,2010-05-08 21:55:00
1,857,17147,11821,2010-05-08 03:55:00
3,873,12788,17201,2010-03-08 00:00:00
6,1001,21977,16982,2010-02-08 05:15:00
1,786,10024,13936,2010-04-08 12:20:00
1,703,1380034174,11135,2010-02-08 13:10:00
1,1483,15220,13629,2010-04-08 16:15:00
2,635,19662,11863,2010-02-08 08:15:00
2,728,16081,10580,2010-04-08 09:30:00
1,1222,20481,17877,2010-03-08 17:45:00
1,365,1380009311,1380009311,2010-04-08 16:15:00
1,674,18344,18627,2010-04-08 12:30:00
1,547,10558,13338,2010-03-08 09:15:00
1,332,20027,22015,2010-04-08 23:45:00
1,881,18076,16539,2010-05-08 08:10:00
1,310,13049,12883,2010-02-08 22:05:00
1,542,10493,11863,2010-02-08 09:35:00
4,858,1380009311,12896,2010-02-08 16:25:00
1,399,13854,13310,2010-02-08 12:45:00
2,362,10026,19179,2010-02-08 13:40:00
1,977,11164,10178,2010-02-08 00:35:00
1,366,11414,20115,2010-02-08 20:00:00
2,542,15220,10373,2010-04-08 11:50:00
1,1196,21221,20453,2010-03-08 09:30:00
3,722,21303,16341,2010-05-08 16:50:00
1,187,10813,11591,2010-05-08 18:35:00
100,1619,12728,12728,2010-04-08 08:30:00
1,1339,12786,11912,2010-05-08 13:00:00
4,179,1380009311,1380009311,2010-04-08 03:00:00
100,720,12728,12728,2010-03-08 15:00:00
4,420,13039,11516,2010-04-08 03:10:00
3,371,17104,15504,2010-04-08 11:40:00
2,1122,21242,21540,2010-03-08 06:55:00
1,183,17537,20273,2010-05-08 10:20:00
3,1285,20273,16421,2010-03-08 14:20:00
