21600 105 5368 536800 1.65
21600 105 5368 536801 2.15
21600 105 5368 536802 1.3
21600 105 6133 613300 5.3
21600 105 6133 613301 8.5
21600 105 6133 613302 2.55
21900 105 5368 536800 1
21900 105 5368 536801 2.35
21900 105 5368 536802 1.5
21900 105 6133 613300 5.4
21900 105 6133 613301 7.95
21900 105 6133 613302 3.55
22200 105 5368 536800 2.3
22200 105 5368 536801 3.4
22200 105 5368 536802 2.55
22200 105 6133 613300 7.05
22200 105 6133 613301 9.05
22200 105 6133 613302 4
22500 105 5368 536800 1.95
22500 105 5368 536801 3.2
22500 105 5368 536802 2.25
22500 105 6133 613300 5.9
22500 105 6133 613301 9
22500 105 6133 613302 4.35
22800 105 5368 536800 1.65
22800 105 5368 536801 3.25
22800 105 5368 536802 1.7
22800 105 6133 613300 9.8
22800 105 6133 613301 11.55
22800 105 6133 613302 4.1
23100 105 5368 536800 2.95
23100 105 5368 536801 3.55
23100 105 5368 536802 2.15
23100 105 6133 613300 12
23100 105 6133 613301 10.6
23100 105 6133 613302 5.9
23400 105 5368 536800 2.95
23400 105 5368 536801 3.3
23400 105 5368 536802 2.3
23400 105 6133 613300 10.4
23400 105 6133 613301 11.9
23400 105 6133 613302 6.25
23700 105 5368 536800 3.6
23700 105 5368 536801 4.15
23700 105 5368 536802 3.5
23700 105 6133 613300 13.55
23700 105 6133 613301 13.85
23700 105 6133 613302 6.8
24000 105 5368 536800 4.5
24000 105 5368 536801 5.45
24000 105 5368 536802 3.2
24000 105 6133 613300 15.65
24000 105 6133 613301 15.85
24000 105 6133 613302 8.85
24300 105 5368 536800 3.6
24300 105 5368 536801 5.55
24300 105 5368 536802 3.6
24300 105 6133 613300 14.8
24300 105 6133 613301 14.4
24300 105 6133 613302 10.7
24600 105 5368 536800 3.6
24600 105 5368 536801 6.1
24600 105 5368 536802 3.75
24600 105 6133 613300 15.85
24600 105 6133 613301 17.1
24600 105 6133 613302 11.6
24900 105 5368 536800 3.7
24900 105 5368 536801 6.1
24900 105 5368 536802 4.85
24900 105 6133 613300 21.15
24900 105 6133 613301 17.35
24900 105 6133 613302 12.8
21600 107 7260 726000 4.35
21600 107 7260 726001 2.6
21600 107 7262 726200 2.3
21600 107 7262 726201 2.55
21600 107 5369 536900 0.5
21600 107 5369 536901 2.3
21600 107 5369 536902 1.45
21900 107 7260 726000 5.55
21900 107 7260 726001 3.15
21900 107 7262 726200 1.8
21900 107 7262 726201 2.55
21900 107 5369 536900 1.15
21900 107 5369 536901 2.45
21900 107 5369 536902 1.55
22200 107 7260 726000 6
22200 107 7260 726001 4
22200 107 7262 726200 3
22200 107 7262 726201 4.75
22200 107 5369 536900 1.3
22200 107 5369 536901 3
22200 107 5369 536902 1.9
22500 107 7260 726000 6.05
22500 107 7260 726001 4.05
22500 107 7262 726200 2.25
22500 107 7262 726201 4.15
22500 107 5369 536900 0.75
22500 107 5369 536901 3.15
22500 107 5369 536902 2.6
22800 107 7260 726000 7.3
22800 107 7260 726001 6.05
22800 107 7262 726200 2.55
22800 107 7262 726201 2.9
22800 107 5369 536900 0.95
22800 107 5369 536901 3
22800 107 5369 536902 2.8
23100 107 7260 726000 7.05
23100 107 7260 726001 5.55
23100 107 7262 726200 3.35
23100 107 7262 726201 5.55
23100 107 5369 536900 1.35
23100 107 5369 536901 3.55
23100 107 5369 536902 3
23400 107 7260 726000 7.1
23400 107 7260 726001 6.1
23400 107 7262 726200 3
23400 107 7262 726201 4.9
23400 107 5369 536900 1.5
23400 107 5369 536901 3.15
23400 107 5369 536902 2.75
23700 107 7260 726000 7.05
23700 107 7260 726001 6.3
23700 107 7262 726200 3.65
23700 107 7262 726201 6.1
23700 107 5369 536900 1.3
23700 107 5369 536901 4.6
23700 107 5369 536902 3.25
24000 107 7260 726000 6.7
24000 107 7260 726001 7.1
24000 107 7262 726200 3.85
24000 107 7262 726201 5.85
24000 107 5369 536900 2.2
24000 107 5369 536901 4.9
24000 107 5369 536902 3.3
24300 107 7260 726000 9.7
24300 107 7260 726001 7.85
24300 107 7262 726200 3.3
24300 107 7262 726201 6.05
24300 107 5369 536900 2.6
24300 107 5369 536901 5.9
24300 107 5369 536902 3.35
24600 107 7260 726000 9.5
24600 107 7260 726001 7.8
24600 107 7262 726200 3.05
24600 107 7262 726201 7.05
24600 107 5369 536900 2.2
24600 107 5369 536901 6.6
24600 107 5369 536902 4.85
24900 107 7260 726000 10.85
24900 107 7260 726001 9.8
24900 107 7262 726200 3.5
24900 107 7262 726201 6
24900 107 5369 536900 1.8
24900 107 5369 536901 7.25
24900 107 5369 536902 4.5
21600 111 7921 792100 2.6
21600 111 7921 792101 4.65
21600 111 7921 792102 3.85
21600 111 7921 792103 0.9
21600 111 5370 537000 1.9
21600 111 5370 537001 1.35
21600 111 5370 537002 0.8
21900 111 7921 792100 5.85
21900 111 7921 792101 7.35
21900 111 7921 792102 3.1
21900 111 7921 792103 1.25
21900 111 5370 537000 1.95
21900 111 5370 537001 1.5
21900 111 5370 537002 0.9
22200 111 7921 792100 5.2
22200 111 7921 792101 7.75
22200 111 7921 792102 3.5
22200 111 7921 792103 1.7
22200 111 5370 537000 1.55
22200 111 5370 537001 1.5
22200 111 5370 537002 0.7
22500 111 7921 792100 4.5
22500 111 7921 792101 7.2
22500 111 7921 792102 4.5
22500 111 7921 792103 1.95
22500 111 5370 537000 1.3
22500 111 5370 537001 1.45
22500 111 5370 537002 1.15
22800 111 7921 792100 6.4
22800 111 7921 792101 8.7
22800 111 7921 792102 5.55
22800 111 7921 792103 2.1
22800 111 5370 537000 1.85
22800 111 5370 537001 1.8
22800 111 5370 537002 0.8
23100 111 7921 792100 7.05
23100 111 7921 792101 9.75
23100 111 7921 792102 7.85
23100 111 7921 792103 1.95
23100 111 5370 537000 1.75
23100 111 5370 537001 2.05
23100 111 5370 537002 1.55
23400 111 7921 792100 6.7
23400 111 7921 792101 9.05
23400 111 7921 792102 7.55
23400 111 7921 792103 1.35
23400 111 5370 537000 2
23400 111 5370 537001 2.65
23400 111 5370 537002 1.45
23700 111 7921 792100 8.35
23700 111 7921 792101 11.55
23700 111 7921 792102 8.85
23700 111 7921 792103 2.5
23700 111 5370 537000 1.65
23700 111 5370 537001 2.25
23700 111 5370 537002 1.4
24000 111 7921 792100 9.3
24000 111 7921 792101 12
24000 111 7921 792102 8.7
24000 111 7921 792103 4.2
24000 111 5370 537000 2.1
24000 111 5370 537001 2.5
24000 111 5370 537002 1.5
24300 111 7921 792100 7.45
24300 111 7921 792101 12.6
24300 111 7921 792102 7.4
24300 111 7921 792103 2.4
24300 111 5370 537000 1.6
24300 111 5370 537001 2.1
24300 111 5370 537002 2.25
24600 111 7921 792100 10.2
24600 111 7921 792101 15.5
24600 111 7921 792102 8.85
24600 111 7921 792103 3.05
24600 111 5370 537000 2.25
24600 111 5370 537001 2.5
24600 111 5370 537002 2.25
24900 111 7921 792100 11.05
24900 111 7921 792101 17.95
24900 111 7921 792102 13.15
24900 111 7921 792103 4.35
24900 111 5370 537000 2.65
24900 111 5370 537001 3.1
24900 111 5370 537002 2.45
21600 112 7557 755700 4.6
21600 112 7557 755701 4.4
21600 112 7557 755702 1.9
21600 112 8569 856900 0.55
21600 112 8569 856901 0.9
21600 112 8569 856902 1.05
21600 112 8569 856903 0.45
21600 112 8569 856904 1.75
21900 112 7557 755700 6.05
21900 112 7557 755701 4.7
21900 112 7557 755702 1.6
21900 112 8569 856900 1.65
21900 112 8569 856901 1.2
21900 112 8569 856902 1.05
21900 112 8569 856903 0.65
21900 112 8569 856904 2.45
22200 112 7557 755700 7.8
22200 112 7557 755701 4.2
22200 112 7557 755702 1.6
22200 112 8569 856900 0.9
22200 112 8569 856901 0.95
22200 112 8569 856902 1.3
22200 112 8569 856903 1
22200 112 8569 856904 2.3
22500 112 7557 755700 6.9
22500 112 7557 755701 5.6
22500 112 7557 755702 1.9
22500 112 8569 856900 1.1
22500 112 8569 856901 0.95
22500 112 8569 856902 0.95
22500 112 8569 856903 0.9
22500 112 8569 856904 3
22800 112 7557 755700 8.35
22800 112 7557 755701 6.3
22800 112 7557 755702 3.1
22800 112 8569 856900 1.75
22800 112 8569 856901 1.8
22800 112 8569 856902 1.35
22800 112 8569 856903 1.4
22800 112 8569 856904 3.6
23100 112 7557 755700 9.65
23100 112 7557 755701 7.5
23100 112 7557 755702 4.25
23100 112 8569 856900 1.3
23100 112 8569 856901 0.7
23100 112 8569 856902 1.1
23100 112 8569 856903 1.35
23100 112 8569 856904 3.1
23400 112 7557 755700 10.1
23400 112 7557 755701 9.05
23400 112 7557 755702 3.35
23400 112 8569 856900 1.9
23400 112 8569 856901 0.85
