"d_t_19902-10207_06:02:05","p_t_19902-10207_06:02:05","06:02:05","","",1,1,19902,10207,1
"d_t_19902-10207_06:14:03","p_t_19902-10207_06:14:03","06:14:03","","",1,1,19902,10207,1
"d_t_19902-10207_06:08:44","p_t_19902-10207_06:08:44","06:08:44","","",1,1,19902,10207,1
"d_t_19902-10207_06:13:55","p_t_19902-10207_06:13:55","06:13:55","","",1,1,19902,10207,1
"d_t_19902-10207_06:03:36","p_t_19902-10207_06:03:36","06:03:36","","",1,1,19902,10207,1
"d_t_19902-10207_06:11:37","p_t_19902-10207_06:11:37","06:11:37","","",1,1,19902,10207,1
"d_t_13094-17122_06:03:08","p_t_13094-17122_06:03:08","06:03:08","","",1,1,13094,17122,1
"d_t_13094-17122_06:05:09","p_t_13094-17122_06:05:09","06:05:09","","",1,1,13094,17122,1
"d_t_13094-17122_06:14:55","p_t_13094-17122_06:14:55","06:14:55","","",1,1,13094,17122,1
"d_t_13094-17122_06:05:01","p_t_13094-17122_06:05:01","06:05:01","","",1,1,13094,17122,1
"d_t_13094-17122_06:03:25","p_t_13094-17122_06:03:25","06:03:25","","",1,1,13094,17122,1
"d_t_13094-17122_06:00:05","p_t_13094-17122_06:00:05","06:00:05","","",1,1,13094,17122,1
"d_t_13094-17122_06:13:22","p_t_13094-17122_06:13:22","06:13:22","","",1,1,13094,17122,1
"d_t_13094-17122_06:07:11","p_t_13094-17122_06:07:11","06:07:11","","",1,1,13094,17122,1
"d_t_13094-17122_06:07:14","p_t_13094-17122_06:07:14","06:07:14","","",1,1,13094,17122,1
"d_t_13094-17122_06:02:45","p_t_13094-17122_06:02:45","06:02:45","","",1,1,13094,17122,1
"d_t_13094-17122_06:03:46","p_t_13094-17122_06:03:46","06:03:46","","",1,1,13094,17122,1
"d_t_12799-14078_06:00:09","p_t_12799-14078_06:00:09","06:00:09","","",1,1,12799,14078,1
"d_t_12799-14078_06:00:48","p_t_12799-14078_06:00:48","06:00:48","","",1,1,12799,14078,1
"d_t_12799-14078_06:06:18","p_t_12799-14078_06:06:18","06:06:18","","",1,1,12799,14078,1
"d_t_12799-14078_06:03:24","p_t_12799-14078_06:03:24","06:03:24","","",1,1,12799,14078,1
"d_t_12799-14078_06:01:30","p_t_12799-14078_06:01:30","06:01:30","","",1,1,12799,14078,1
"d_t_12799-14078_06:13:31","p_t_12799-14078_06:13:31","06:13:31","","",1,1,12799,14078,1
"d_t_12799-14078_06:06:33","p_t_12799-14078_06:06:33","06:06:33","","",1,1,12799,14078,1
"d_t_12799-14078_06:10:19","p_t_12799-14078_06:10:19","06:10:19","","",1,1,12799,14078,1
"d_t_12799-14078_06:06:32","p_t_12799-14078_06:06:32","06:06:32","","",1,1,12799,14078,1
"d_t_12799-14078_06:10:43","p_t_12799-14078_06:10:43","06:10:43","","",1,1,12799,14078,1
"d_t_12799-14078_06:04:10","p_t_12799-14078_06:04:10","06:04:10","","",1,1,12799,14078,1
"d_t_12799-14078_06:08:00","p_t_12799-14078_06:08:00","06:08:00","","",1,1,12799,14078,1
"d_t_12799-14078_06:01:03","p_t_12799-14078_06:01:03","06:01:03","","",1,1,12799,14078,1
"d_t_12799-14078_06:01:52","p_t_12799-14078_06:01:52","06:01:52","","",1,1,12799,14078,1
"d_t_12799-14078_06:07:25","p_t_12799-14078_06:07:25","06:07:25","","",1,1,12799,14078,1
"d_t_12799-14078_06:10:06","p_t_12799-14078_06:10:06","06:10:06","","",1,1,12799,14078,1
"d_t_12799-14078_06:08:01","p_t_12799-14078_06:08:01","06:08:01","","",1,1,12799,14078,1
"d_t_12799-14078_06:02:04","p_t_12799-14078_06:02:04","06:02:04","","",1,1,12799,14078,1
"d_t_12799-14078_06:00:34","p_t_12799-14078_06:00:34","06:00:34","","",1,1,12799,14078,1
"d_t_12799-14078_06:04:30","p_t_12799-14078_06:04:30","06:04:30","","",1,1,12799,14078,1
"d_t_12799-14078_06:09:59","p_t_12799-14078_06:09:59","06:09:59","","",1,1,12799,14078,1
"d_t_12799-14078_06:03:12","p_t_12799-14078_06:03:12","06:03:12","","",1,1,12799,14078,1
"d_t_12799-14078_06:13:25","p_t_12799-14078_06:13:25","06:13:25","","",1,1,12799,14078,1
