"Capacity",5,">3",40,"C115",4167.8140957919,1000,4500,300,0.6,0.25,0.75,0.1,4167.8140957919,4.34E+06
"Capacity",5,">3",50,"C116",2272.6241139116,1000,4700,300,0.5,0.25,0.75,0.1,2272.6241139116,1.29E+06
"Capacity",5,">3",60,"C117",3569.927700243,1000,4700,300,0.6,0.25,0.75,0.1,3569.927700243,3.19E+06
"Capacity",5,">3",70,"C118",3729.7512089374,1000,4900,300,0.5,0.25,0.75,0.1,3729.7512089374,3.48E+06
"Capacity",5,">3",80,"C119",3568.9390186314,1000,5000,300,0.5,0.25,0.75,0.1,3568.9390186314,3.18E+06
"Capacity",5,">3",90,"C120",2470.3768485316,1000,5100,300,0.3,0.25,0.75,0.1,2470.3768485316,1.53E+06
"Capacity",6,1,40,"C121",3518.7602065579,1000,4500,300,0.4,0.25,0.75,0.1,3518.7602065579,3.10E+06
"Capacity",6,1,50,"C122",2065.6302322348,1000,4760,300,0.4,0.25,0.75,0.1,2065.6302322348,1.07E+06
"Capacity",6,1,60,"C123",2935.3233969811,1000,4760,300,0.35,0.25,0.75,0.1,2935.3233969811,2.15E+06
"Capacity",6,1,70,"C124",1680.7993499991,1000,4760,300,0.2,0.25,0.75,0.1,1680.7993499991,7.06E+05
"Capacity",6,1,80,"C125",3166.2088639066,1000,4760,300,0.4,0.25,0.75,0.1,3166.2088639066,2.51E+06
"Capacity",6,1,90,"C126",3629.927700243,1000,4760,300,0.6,0.25,0.75,0.1,3629.927700243,3.29E+06
"Capacity",6,2,40,"C127",2720.7751316977,1000,4500,300,0.4,0.25,0.75,0.1,2720.7751316977,1.85E+06
"Capacity",6,2,50,"C128",2863.615307095,1000,4760,300,0.4,0.25,0.75,0.1,2863.615307095,2.05E+06
"Capacity",6,2,60,"C129",3718.7602065579,1000,4760,300,0.4,0.25,0.75,0.1,3718.7602065579,3.46E+06
"Capacity",6,2,70,"C130",4004.8551005371,1000,4760,300,0.4,0.25,0.75,0.1,4004.8551005371,4.01E+06
"Capacity",6,2,80,"C131",3231.9957960522,1000,4760,300,0.4,0.25,0.75,0.1,3231.9957960522,2.61E+06
"Capacity",6,2,90,"C132",3082.441788042,1000,4760,300,0.6,0.25,0.75,0.1,3082.441788042,2.38E+06
"Capacity",6,3,40,"C133",1061.372568622,1000,4500,300,0.08,0.25,0.75,0.1,1061.372568622,2.82E+05
"Capacity",6,3,50,"C134",3817.8253918745,1000,4760,300,0.5,0.25,0.75,0.1,3817.8253918745,3.64E+06
"Capacity",6,3,60,"C135",3971.3129903446,1000,4760,300,0.5,0.25,0.75,0.1,3971.3129903446,3.94E+06
"Capacity",6,3,70,"C136",3818.7602065579,1000,4760,300,0.4,0.25,0.75,0.1,3818.7602065579,3.65E+06
"Capacity",6,3,80,"C137",3048.2287201876,1000,4760,300,0.6,0.25,0.75,0.1,3048.2287201876,2.32E+06
"Capacity",6,3,90,"C138",2272.6241139116,1000,4760,300,0.5,0.25,0.75,0.1,2272.6241139116,1.29E+06
"Capacity",6,">3",40,"C139",2638.5377523904,1000,4500,300,0.3,0.25,0.75,0.1,2638.5377523904,1.74E+06
"Capacity",6,">3",50,"C140",1347.1502201377,1000,4760,300,0.1,0.25,0.75,0.1,1347.1502201377,4.54E+05
"Capacity",6,">3",60,"C141",4760,1000,4760,300,0.4,0.25,0.75,0.1,4760,5.66E+06
"Capacity",6,">3",70,"C142",3384.5485798388,1000,4760,300,0.5,0.25,0.75,0.1,3384.5485798388,2.86E+06
"Capacity",6,">3",80,"C143",2172.6241139116,1000,4760,300,0.5,0.25,0.75,0.1,2172.6241139116,1.18E+06
"Capacity",6,">3",90,"C144",3148.2287201876,1000,4760,300,0.6,0.25,0.75,0.1,3148.2287201876,2.48E+06
"Capacity",7,1,40,"C145",2479.2248683025,1000,4200,300,0.4,0.25,0.75,0.1,2479.2248683025,1.54E+06
"Capacity",7,1,50,"C146",2536.3846929051,1000,4200,300,0.4,0.25,0.75,0.1,2536.3846929051,1.61E+06
"Capacity",7,1,60,"C147",2679.2248683025,1000,4200,300,0.4,0.25,0.75,0.1,2679.2248683025,1.79E+06
"Capacity",7,1,70,"C148",3534.3697677654,1000,4200,300,0.4,0.25,0.75,0.1,3534.3697677654,3.12E+06
