15 2857 0.2
15 2966 0.4
15 3842 0.2
15 4312 0.2
34 2103 0.05263157894736842
34 3410 0.05263157894736842
34 3430 0.05263157894736842
34 3449 0.05263157894736842
34 3463 0.05263157894736842
34 3577 0.05263157894736842
34 3613 0.05263157894736842
34 4795 0.05263157894736842
34 4950 0.05263157894736842
34 4953 0.05263157894736842
34 4975 0.05263157894736842
34 4981 0.05263157894736842
34 4995 0.05263157894736842
34 5294 0.05263157894736842
34 6241 0.05263157894736842
34 6242 0.05263157894736842
34 6268 0.05263157894736842
34 6303 0.05263157894736842
34 6345 0.05263157894736842
86 152 0.2
86 1498 0.4
86 2844 0.2
86 3919 0.06666666666666667
86 4002 0.06666666666666667
86 4190 0.06666666666666667
131 217 0.07407407407407407
131 218 0.1111111111111111
131 245 0.037037037037037035
131 246 0.037037037037037035
131 1563 0.037037037037037035
131 1591 0.037037037037037035
131 2909 0.2222222222222222
131 2910 0.2222222222222222
131 2937 0.037037037037037035
131 2938 0.18518518518518517
136 43 0.009345794392523364
136 72 0.009345794392523364
136 119 0.009345794392523364
136 1179 0.009345794392523364
136 1180 0.028037383177570093
136 1298 0.018691588785046728
136 1299 0.037383177570093455
136 1388 0.04672897196261682
136 1389 0.037383177570093455
136 1418 0.037383177570093455
136 1419 0.018691588785046728
136 1420 0.009345794392523364
136 1457 0.009345794392523364
136 1458 0.009345794392523364
136 1464 0.018691588785046728
136 1465 0.037383177570093455
136 1466 0.009345794392523364
136 2110 0.018691588785046728
136 2111 0.056074766355140186
136 2525 0.028037383177570093
136 2526 0.018691588785046728
136 2527 0.009345794392523364
136 2528 0.009345794392523364
136 2644 0.009345794392523364
136 2645 0.04672897196261682
136 2683 0.07476635514018691
136 2734 0.018691588785046728
136 2735 0.018691588785046728
136 2764 0.018691588785046728
136 2810 0.018691588785046728
136 2811 0.018691588785046728
136 3457 0.018691588785046728
136 3810 0.009345794392523364
136 3811 0.009345794392523364
136 3832 0.018691588785046728
136 3871 0.009345794392523364
136 3872 0.018691588785046728
136 3990 0.009345794392523364
136 3991 0.009345794392523364
136 4029 0.018691588785046728
136 4080 0.009345794392523364
136 4110 0.018691588785046728
136 4111 0.009345794392523364
136 4156 0.009345794392523364
136 4403 0.009345794392523364
136 4404 0.009345794392523364
136 4734 0.018691588785046728
136 4802 0.009345794392523364
136 4803 0.009345794392523364
136 5217 0.009345794392523364
136 5336 0.009345794392523364
136 5375 0.018691588785046728
136 5376 0.009345794392523364
136 6149 0.009345794392523364
207 20 0.009900990099009901
207 60 0.019801980198019802
207 159 0.009900990099009901
207 1213 0.009900990099009901
207 1238 0.009900990099009901
207 1258 0.009900990099009901
207 1327 0.009900990099009901
207 1366 0.019801980198019802
207 1396 0.009900990099009901
207 1406 0.009900990099009901
207 1814 0.019801980198019802
207 2298 0.009900990099009901
207 2383 0.009900990099009901
207 2559 0.019801980198019802
207 2584 0.009900990099009901
207 2587 0.009900990099009901
207 2588 0.019801980198019802
207 2604 0.009900990099009901
207 2613 0.009900990099009901
207 2623 0.009900990099009901
207 2673 0.009900990099009901
207 2690 0.009900990099009901
207 2754 0.009900990099009901
207 2773 0.009900990099009901
207 2981 0.019801980198019802
207 3013 0.009900990099009901
207 3061 0.009900990099009901
207 3073 0.009900990099009901
207 3188 0.019801980198019802
207 3272 0.019801980198019802
207 3342 0.009900990099009901
207 3343 0.019801980198019802
207 3421 0.009900990099009901
207 3422 0.009900990099009901
207 3431 0.009900990099009901
207 3440 0.019801980198019802
207 3457 0.009900990099009901
207 3583 0.019801980198019802
207 3589 0.019801980198019802
207 3644 0.009900990099009901
207 3671 0.019801980198019802
207 3729 0.009900990099009901
207 3737 0.009900990099009901
207 3741 0.019801980198019802
207 3969 0.009900990099009901
207 4327 0.009900990099009901
207 4588 0.009900990099009901
207 4618 0.009900990099009901
207 4646 0.009900990099009901
207 4668 0.009900990099009901
207 4688 0.009900990099009901
207 4690 0.009900990099009901
207 4741 0.009900990099009901
207 4748 0.019801980198019802
207 4759 0.019801980198019802
207 4767 0.009900990099009901
207 4777 0.009900990099009901
207 4806 0.019801980198019802
