72 3316 10083 1008300 8 4.89473684210526 1.65497076023392 19
72 3316 10083 1008301 7 3.57894736842105 4.14619883040936 19
72 3441 10103 1010300 3 1.78947368421053 1.50877192982456 19
72 3441 10103 1010301 0 1.94736842105263 1.71929824561404 19
72 5622 10132 1013200 22 7.0625 4.99583333333333 16
72 5622 10132 1013201 12 13.125 7.18333333333333 16
72 5622 10132 1013202 4 3.5 4.26666666666667 16
72 3471 10180 1018000 0 2.63636363636364 1.65454545454545 11
72 3471 10180 1018001 0 4.18181818181818 5.16363636363636 11
72 3471 10180 1018002 0 7 14.8 11
72 3471 10182 1018200 0 3.18181818181818 1.76363636363636 11
72 3471 10182 1018201 0 2.27272727272727 1.21818181818182 11
72 3471 10182 1018202 0 2.36363636363636 1.85454545454545 11
72 3471 10182 1018203 0 3 2.8 11
72 3471 10182 1018204 0 0.818181818181818 0.563636363636364 11
72 3471 10183 1018300 3 3.90909090909091 0.690909090909091 11
72 3471 10183 1018301 6 2.81818181818182 4.16363636363636 11
72 3471 10183 1018302 1 5 3.4 11
72 3471 10183 1018303 2 2.18181818181818 1.76363636363636 11
72 307 10315 1031500 1 4.73684210526316 3.42690058479532 19
72 307 10315 1031501 7 6.84210526315789 3.69590643274854 19
72 307 10315 1031502 0 1.21052631578947 0.619883040935672 19
72 301 10318 1031800 1 12.3529411764706 14.2426470588235 17
72 3242 10325 1032500 4 1.75 1.65909090909091 12
72 3242 10325 1032501 4 3.58333333333333 2.62878787878788 12
72 3242 10328 1032800 1 1.91666666666667 0.446969696969697 12
72 3242 10328 1032801 1 2.83333333333333 1.96969696969697 12
72 3242 10328 1032802 3 3.75 1.47727272727273 12
72 3242 10328 1032803 1 2.16666666666667 1.24242424242424 12
72 3242 10329 1032900 0 4.91666666666667 1.71969696969697 12
72 3242 10329 1032901 2 4.75 32.0227272727273 12
72 3242 10329 1032902 1 2.83333333333333 2.33333333333333 12
72 3242 10329 1032903 0 4.41666666666667 4.81060606060606 12
72 3242 10330 1033000 4 70 689.818181818182 12
72 3242 10330 1033001 5 9.5 7 12
72 3242 10330 1033002 2 5.25 7.47727272727273 12
72 3242 10330 1033003 0 4.66666666666667 5.6969696969697 12
72 3712 10338 1033800 0 1.15789473684211 1.25146198830409 19
72 3712 10338 1033801 0 3.52631578947368 2.48538011695906 19
72 3712 10338 1033802 5 2.73684210526316 1.31578947368421 19
72 3712 10338 1033803 4 0.157894736842105 0.140350877192982 19
72 3712 10338 1033804 12 1.84210526315789 1.80701754385965 19
72 3712 10342 1034200 0 2.84210526315789 4.02923976608187 19
72 3712 10342 1034201 0 2.73684210526316 2.98245614035088 19
72 3262 10348 1034800 1 7.58823529411765 8.25735294117647 17
72 3262 10348 1034801 0 13.1764705882353 10.5294117647059 17
72 3262 10348 1034802 1 5.58823529411765 8.13235294117647 17
72 3262 10352 1035200 2 7.05882352941176 5.05882352941177 17
72 3262 10352 1035201 5 7.70588235294118 3.34558823529412 17
72 3262 10352 1035202 2 3.94117647058824 2.18382352941176 17
72 305 10438 1043800 5 2.55555555555556 0.527777777777778 9
72 305 10438 1043801 1 1.44444444444444 0.527777777777778 9
72 305 10438 1043802 0 5.55555555555556 5.02777777777778 9
72 305 10438 1043803 1 6.66666666666667 7.25 9
72 305 10438 1043804 1 2.22222222222222 2.69444444444444 9
72 313 10469 1046900 13 9.3 7.58947368421053 20
72 313 10469 1046901 9 4.8 4.06315789473684 20
72 3221 10505 1050500 0 2.10526315789474 2.09941520467836 19
72 3221 10505 1050501 0 4.26315789473684 4.53801169590643 19
72 3221 10505 1050502 2 3.68421052631579 2.00584795321637 19
72 3221 10505 1050503 0 6.68421052631579 4.56140350877193 19
72 3221 10505 1050504 0 1.78947368421053 2.28654970760234 19
72 3315 10513 1051300 2 3.05263157894737 1.83040935672515 19
72 3315 10513 1051301 0 5.89473684210526 3.54385964912281 19
72 3315 10513 1051302 0 2.89473684210526 1.87719298245614 19
72 3315 10513 1051303 1 3.68421052631579 2.89473684210526 19
72 3315 10515 1051500 3 4.36842105263158 4.24561403508772 19
72 3315 10515 1051501 5 3.15789473684211 4.80701754385965 19
72 3315 10515 1051502 11 3.15789473684211 3.14035087719298 19
72 3315 10516 1051600 3 4.78947368421053 2.39766081871345 19
72 3315 10516 1051601 6 5.94736842105263 4.49707602339181 19
72 3315 10516 1051602 2 4.31578947368421 2.78362573099415 19
72 3315 10516 1051603 0 4.47368421052632 3.70760233918129 19
72 5611 10545 1054500 0 7.70588235294118 8.59558823529412 17
72 5611 10545 1054501 19 2.29411764705882 1.47058823529412 17
72 5611 10545 1054502 0 1.47058823529412 1.01470588235294 17
72 403 10587 1058700 7 3.45 2.15526315789474 20
72 403 10587 1058701 4 4.45 2.15526315789474 20
72 403 10587 1058702 0 7.85 6.13421052631579 20
72 403 10587 1058703 0 6.55 5.41842105263158 20
72 403 10587 1058704 1 4.75 5.35526315789474 20
72 5613 10613 1061300 0 4.88235294117647 2.86029411764706 17
72 5613 10613 1061301 14 11.1764705882353 9.90441176470588 17
72 5613 10613 1061302 1 15.5294117647059 12.8897058823529 17
72 5613 10615 1061500 1 7.41176470588235 4.63235294117647 17
72 5613 10615 1061501 1 20.0588235294118 11.8088235294118 17
72 302 10696 1069600 1 3.8 3.74736842105263 20
72 302 10696 1069601 3 3.3 3.58947368421053 20
72 302 10696 1069602 2 4.7 6.64210526315789 20
72 302 10696 1069603 10 5 4.31578947368421 20
72 302 10696 1069604 0 3.05 3.73421052631579 20
72 3481 10751 1075100 1 1.84210526315789 1.80701754385965 19
72 3481 10751 1075101 2 3.47368421052632 2.04093567251462 19
72 3481 10751 1075102 8 1.89473684210526 1.21052631578947 19
72 3481 10751 1075103 1 0.473684210526316 0.374269005847953 19
72 3481 10753 1075300 0 1 0.888888888888889 19
72 3481 10753 1075301 0 2.15789473684211 1.47368421052632 19
72 3481 10753 1075302 3 2.68421052631579 2.78362573099415 19
72 3481 10753 1075303 0 2.05263157894737 3.49707602339181 19
72 3481 10756 1075600 7 2.21052631578947 0.730994152046784 19
72 3481 10756 1075601 4 4.84210526315789 5.25146198830409 19
72 3481 10756 1075602 4 2.05263157894737 1.94152046783626 19
72 3441 10819 1081900 6 4.78947368421053 4.61988304093567 19
72 3441 10819 1081901 7 4.63157894736842 3.35672514619883 19
72 305 10823 1082300 0 2.77777777777778 3.19444444444444 9
72 305 10823 1082301 0 4.33333333333333 3.75 9
72 305 10823 1082302 0 8.33333333333333 8.5 9
72 305 10823 1082303 0 4.22222222222222 3.44444444444444 9
72 305 10823 1082304 3 1.11111111111111 0.861111111111111 9
72 3222 10868 1086800 0 3.05263157894737 2.27485380116959 19
72 3222 10868 1086801 0 4.26315789473684 4.42690058479532 19
72 3222 10868 1086802 0 6.21052631578947 3.50877192982456 19
72 3222 10868 1086803 2 7.21052631578947 7.61988304093567 19
72 3222 10868 1086804 1 4.31578947368421 3.11695906432749 19
72 3222 10871 1087100 0 2.52631578947368 1.70760233918129 19
72 3222 10871 1087101 0 6.31578947368421 5.56140350877193 19
72 3222 10871 1087102 0 5.26315789473684 3.98245614035088 19
72 3222 10871 1087103 0 4.68421052631579 2.67251461988304 19
72 3222 10871 1087104 0 3.94736842105263 4.16374269005848 19
72 401 10874 1087400 0 3.6 3.09473684210526 20
72 401 10874 1087401 0 2.45 3.2078947368421 20
72 401 10874 1087402 8 1.9 1.56842105263158 20
72 401 10877 1087700 2 1.05 1.10263157894737 20
72 401 10877 1087701 1 1.95 1.31315789473684 20
72 401 10877 1087702 3 1.6 0.989473684210526 20
72 401 10877 1087703 0 0.3 0.326315789473684 20
72 402 10892 1089200 7 6 3.68421052631579 20
72 402 10892 1089201 4 10.15 5.92368421052632 20
72 402 10892 1089202 3 4.4 3.51578947368421 20
72 402 10892 1089203 2 1.05 0.681578947368421 20
72 307 10907 1090700 0 8.8421052631579 9.25146198830409 19
72 307 10907 1090701 0 3 5 19
72 307 10907 1090702 1 2.57894736842105 2.36842105263158 19
72 307 10907 1090703 0 0.684210526315789 1.00584795321637 19
72 3461 11005 1100500 0 0 1 19
72 3461 11005 1100501 0 0 1 19
72 3461 11005 1100502 0 0 1 19
