"SegID" "Time" "SensorID" "LaneID" "Counts" "screenLineSegmet"
"5342" 27600 "625" "534201" NA "ERP18A"
"5342" 27600 "625" "534202" NA "ERP18A"
"5342" 27600 "625" "534203" NA "ERP18A"
"5342" 27900 "625" "534200" NA "ERP18A"
"5342" 27900 "625" "534201" NA "ERP18A"
"5342" 27900 "625" "534202" NA "ERP18A"
"5342" 27900 "625" "534203" NA "ERP18A"
"5342" 28200 "625" "534200" NA "ERP18A"
"5342" 28200 "625" "534201" NA "ERP18A"
"5342" 28200 "625" "534202" NA "ERP18A"
"5342" 28200 "625" "534203" NA "ERP18A"
"5342" 28500 "625" "534200" NA "ERP18A"
"5342" 28500 "625" "534201" NA "ERP18A"
"5342" 28500 "625" "534202" NA "ERP18A"
"5342" 28500 "625" "534203" NA "ERP18A"
"5342" 28800 "625" "534200" NA "ERP18A"
"5342" 28800 "625" "534201" NA "ERP18A"
"5342" 28800 "625" "534202" NA "ERP18A"
"5342" 28800 "625" "534203" NA "ERP18A"
"5342" 29100 "625" "534200" NA "ERP18A"
"5342" 29100 "625" "534201" NA "ERP18A"
"5342" 29100 "625" "534202" NA "ERP18A"
"5342" 29100 "625" "534203" NA "ERP18A"
"5342" 29400 "625" "534200" NA "ERP18A"
"5342" 29400 "625" "534201" NA "ERP18A"
"5342" 29400 "625" "534202" NA "ERP18A"
"5342" 29400 "625" "534203" NA "ERP18A"
"5342" 29700 "625" "534200" NA "ERP18A"
"5342" 29700 "625" "534201" NA "ERP18A"
"5342" 29700 "625" "534202" NA "ERP18A"
"5342" 29700 "625" "534203" NA "ERP18A"
"5342" 30000 "625" "534200" NA "ERP18A"
"5342" 30000 "625" "534201" NA "ERP18A"
"5342" 30000 "625" "534202" NA "ERP18A"
"5342" 30000 "625" "534203" NA "ERP18A"
"5342" 30300 "625" "534200" NA "ERP18A"
"5342" 30300 "625" "534201" NA "ERP18A"
"5342" 30300 "625" "534202" NA "ERP18A"
"5342" 30300 "625" "534203" NA "ERP18A"
"5342" 30600 "625" "534200" NA "ERP18A"
"5342" 30600 "625" "534201" NA "ERP18A"
"5342" 30600 "625" "534202" NA "ERP18A"
"5342" 30600 "625" "534203" NA "ERP18A"
"5342" 30900 "625" "534200" NA "ERP18A"
"5342" 30900 "625" "534201" NA "ERP18A"
"5342" 30900 "625" "534202" NA "ERP18A"
"5342" 30900 "625" "534203" NA "ERP18A"
"5342" 31200 "625" "534200" NA "ERP18A"
"5342" 31200 "625" "534201" NA "ERP18A"
"5342" 31200 "625" "534202" NA "ERP18A"
"5342" 31200 "625" "534203" NA "ERP18A"
"5342" 31500 "625" "534200" NA "ERP18A"
"5342" 31500 "625" "534201" NA "ERP18A"
"5342" 31500 "625" "534202" NA "ERP18A"
"5342" 31500 "625" "534203" NA "ERP18A"
"5342" 31800 "625" "534200" NA "ERP18A"
"5342" 31800 "625" "534201" NA "ERP18A"
"5342" 31800 "625" "534202" NA "ERP18A"
"5342" 31800 "625" "534203" NA "ERP18A"
"5342" 32100 "625" "534200" NA "ERP18A"
"5342" 32100 "625" "534201" NA "ERP18A"
"5342" 32100 "625" "534202" NA "ERP18A"
"5342" 32100 "625" "534203" NA "ERP18A"
"5342" 32400 "625" "534200" NA "ERP18A"
"5342" 32400 "625" "534201" NA "ERP18A"
"5342" 32400 "625" "534202" NA "ERP18A"
"5342" 32400 "625" "534203" NA "ERP18A"
"5342" 32700 "625" "534200" NA "ERP18A"
"5342" 32700 "625" "534201" NA "ERP18A"
"5342" 32700 "625" "534202" NA "ERP18A"
"5342" 32700 "625" "534203" NA "ERP18A"
"5342" 33000 "625" "534200" NA "ERP18A"
"5342" 33000 "625" "534201" NA "ERP18A"
"5342" 33000 "625" "534202" NA "ERP18A"
"5342" 33000 "625" "534203" NA "ERP18A"
"5342" 33300 "625" "534200" NA "ERP18A"
"5342" 33300 "625" "534201" NA "ERP18A"
"5342" 33300 "625" "534202" NA "ERP18A"
"5342" 33300 "625" "534203" NA "ERP18A"
"5342" 33600 "625" "534200" NA "ERP18A"
"5342" 33600 "625" "534201" NA "ERP18A"
"5342" 33600 "625" "534202" NA "ERP18A"
"5342" 33600 "625" "534203" NA "ERP18A"
"5342" 33900 "625" "534200" NA "ERP18A"
"5342" 33900 "625" "534201" NA "ERP18A"
"5342" 33900 "625" "534202" NA "ERP18A"
"5342" 33900 "625" "534203" NA "ERP18A"
"5368" 27000 "105" "536800" 1 "S21A"
"5368" 27000 "105" "536801" 3 "S21A"
"5368" 27000 "105" "536802" 0 "S21A"
"5368" 27000 "105" "536800" 1 "S21A"
"5368" 27000 "105" "536801" 3 "S21A"
"5368" 27000 "105" "536802" 0 "S21A"
"5368" 27300 "105" "536800" 5 "S21A"
"5368" 27300 "105" "536801" 3 "S21A"
"5368" 27300 "105" "536802" 4 "S21A"
"5368" 27600 "105" "536800" 0 "S21A"
"5368" 27600 "105" "536801" 2 "S21A"
"5368" 27600 "105" "536802" 2 "S21A"
"5368" 27900 "105" "536800" 1 "S21A"
"5368" 27900 "105" "536801" 3 "S21A"
"5368" 27900 "105" "536802" 4 "S21A"
"5368" 28200 "105" "536800" 0 "S21A"
"5368" 28200 "105" "536801" 3 "S21A"
"5368" 28200 "105" "536802" 0 "S21A"
"5368" 28500 "105" "536800" 2 "S21A"
"5368" 28500 "105" "536801" 3 "S21A"
"5368" 28500 "105" "536802" 2 "S21A"
"5368" 28800 "105" "536800" 4 "S21A"
"5368" 28800 "105" "536801" 5 "S21A"
"5368" 28800 "105" "536802" 3 "S21A"
"5368" 29100 "105" "536800" 4 "S21A"
"5368" 29100 "105" "536801" 3 "S21A"
"5368" 29100 "105" "536802" 3 "S21A"
"5368" 29400 "105" "536800" 2 "S21A"
"5368" 29400 "105" "536801" 1 "S21A"
"5368" 29400 "105" "536802" 2 "S21A"
"5368" 29700 "105" "536800" 2 "S21A"
"5368" 29700 "105" "536801" 3 "S21A"
"5368" 29700 "105" "536802" 2 "S21A"
"5368" 30000 "105" "536800" 1 "S21A"
"5368" 30000 "105" "536801" 8 "S21A"
"5368" 30000 "105" "536802" 2 "S21A"
"5368" 30300 "105" "536800" 0 "S21A"
"5368" 30300 "105" "536801" 0 "S21A"
"5368" 30300 "105" "536802" 2 "S21A"
"5368" 30600 "105" "536800" 2 "S21A"
"5368" 30600 "105" "536801" 0 "S21A"
"5368" 30600 "105" "536802" 3 "S21A"
"5368" 30900 "105" "536800" 2 "S21A"
"5368" 30900 "105" "536801" 3 "S21A"
"5368" 30900 "105" "536802" 2 "S21A"
"5368" 31200 "105" "536800" 0 "S21A"
"5368" 31200 "105" "536801" 4 "S21A"
"5368" 31200 "105" "536802" 3 "S21A"
"5368" 31500 "105" "536800" 2 "S21A"
"5368" 31500 "105" "536801" 2 "S21A"
"5368" 31500 "105" "536802" 4 "S21A"
"5368" 31800 "105" "536800" 1 "S21A"
"5368" 31800 "105" "536801" 4 "S21A"
"5368" 31800 "105" "536802" 3 "S21A"
"5368" 32100 "105" "536800" 2 "S21A"
"5368" 32100 "105" "536801" 5 "S21A"
"5368" 32100 "105" "536802" 5 "S21A"
"5368" 32400 "105" "536800" 1 "S21A"
"5368" 32400 "105" "536801" 2 "S21A"
"5368" 32400 "105" "536802" 3 "S21A"
"5368" 32700 "105" "536800" 4 "S21A"
"5368" 32700 "105" "536801" 7 "S21A"
"5368" 32700 "105" "536802" 3 "S21A"
"5368" 33000 "105" "536800" 0 "S21A"
"5368" 33000 "105" "536801" 2 "S21A"
"5368" 33000 "105" "536802" 1 "S21A"
"5368" 33300 "105" "536800" 1 "S21A"
"5368" 33300 "105" "536801" 5 "S21A"
"5368" 33300 "105" "536802" 3 "S21A"
"5368" 33600 "105" "536800" 0 "S21A"
"5368" 33600 "105" "536801" 5 "S21A"
"5368" 33600 "105" "536802" 5 "S21A"
"5368" 33900 "105" "536800" 4 "S21A"
"5368" 33900 "105" "536801" 9 "S21A"
"5368" 33900 "105" "536802" 2 "S21A"
"5873" 27000 "733" "587300" 6 "136A"
"5873" 27000 "733" "587301" NA "136A"
"5873" 27000 "733" "587302" NA "136A"
"5873" 27000 "733" "587300" 6 "136A"
"5873" 27000 "733" "587301" NA "136A"
"5873" 27000 "733" "587302" NA "136A"
"5873" 27300 "733" "587300" 1 "136A"
"5873" 27300 "733" "587301" NA "136A"
"5873" 27300 "733" "587302" NA "136A"
"5873" 27600 "733" "587300" 3 "136A"
"5873" 27600 "733" "587301" NA "136A"
"5873" 27600 "733" "587302" NA "136A"
"5873" 27900 "733" "587300" 4 "136A"
"5873" 27900 "733" "587301" NA "136A"
"5873" 27900 "733" "587302" NA "136A"
"5873" 28200 "733" "587300" 4 "136A"
"5873" 28200 "733" "587301" NA "136A"
"5873" 28200 "733" "587302" NA "136A"
"5873" 28500 "733" "587300" 4 "136A"
"5873" 28500 "733" "587301" NA "136A"
"5873" 28500 "733" "587302" NA "136A"
"5873" 28800 "733" "587300" 6 "136A"
"5873" 28800 "733" "587301" NA "136A"
"5873" 28800 "733" "587302" NA "136A"
"5873" 29100 "733" "587300" 1 "136A"
"5873" 29100 "733" "587301" NA "136A"
"5873" 29100 "733" "587302" NA "136A"
"5873" 29400 "733" "587300" 4 "136A"
"5873" 29400 "733" "587301" NA "136A"
"5873" 29400 "733" "587302" NA "136A"
"5873" 29700 "733" "587300" 4 "136A"
"5873" 29700 "733" "587301" NA "136A"
"5873" 29700 "733" "587302" NA "136A"
"5873" 30000 "733" "587300" 5 "136A"
"5873" 30000 "733" "587301" NA "136A"
"5873" 30000 "733" "587302" NA "136A"
"5873" 30300 "733" "587300" 3 "136A"
"5873" 30300 "733" "587301" NA "136A"
"5873" 30300 "733" "587302" NA "136A"
"5873" 30600 "733" "587300" 5 "136A"
"5873" 30600 "733" "587301" NA "136A"
"5873" 30600 "733" "587302" NA "136A"
"5873" 30900 "733" "587300" 2 "136A"
"5873" 30900 "733" "587301" NA "136A"
"5873" 30900 "733" "587302" NA "136A"
"5873" 31200 "733" "587300" 6 "136A"
"5873" 31200 "733" "587301" NA "136A"
"5873" 31200 "733" "587302" NA "136A"
"5873" 31500 "733" "587300" 1 "136A"
"5873" 31500 "733" "587301" NA "136A"
"5873" 31500 "733" "587302" NA "136A"
"5873" 31800 "733" "587300" 4 "136A"
"5873" 31800 "733" "587301" NA "136A"
"5873" 31800 "733" "587302" NA "136A"
"5873" 32100 "733" "587300" 4 "136A"
"5873" 32100 "733" "587301" NA "136A"
"5873" 32100 "733" "587302" NA "136A"
"5873" 32400 "733" "587300" 3 "136A"
"5873" 32400 "733" "587301" NA "136A"
"5873" 32400 "733" "587302" NA "136A"
"5873" 32700 "733" "587300" 3 "136A"
"5873" 32700 "733" "587301" NA "136A"
"5873" 32700 "733" "587302" NA "136A"
"5873" 33000 "733" "587300" 3 "136A"
"5873" 33000 "733" "587301" NA "136A"
"5873" 33000 "733" "587302" NA "136A"
"5873" 33300 "733" "587300" 4 "136A"
"5873" 33300 "733" "587301" NA "136A"
"5873" 33300 "733" "587302" NA "136A"
"5873" 33600 "733" "587300" 3 "136A"
"5873" 33600 "733" "587301" NA "136A"
"5873" 33600 "733" "587302" NA "136A"
"5873" 33900 "733" "587300" 7 "136A"
"5873" 33900 "733" "587301" NA "136A"
"5873" 33900 "733" "587302" NA "136A"
"6236" 27000 "609" "623600" 6 "S39A"
"6236" 27000 "609" "623601" 0 "S39A"
"6236" 27000 "609" "623602" 0 "S39A"
"6236" 27000 "609" "623603" 1 "S39A"
"6236" 27000 "609" "623600" 6 "S39A"
"6236" 27000 "609" "623601" 0 "S39A"
"6236" 27000 "609" "623602" 0 "S39A"
"6236" 27000 "609" "623603" 1 "S39A"
"6236" 27300 "609" "623600" 4 "S39A"
"6236" 27300 "609" "623601" 0 "S39A"
"6236" 27300 "609" "623602" 0 "S39A"
"6236" 27300 "609" "623603" 5 "S39A"
"6236" 27600 "609" "623600" 4 "S39A"
"6236" 27600 "609" "623601" 0 "S39A"
"6236" 27600 "609" "623602" 0 "S39A"
"6236" 27600 "609" "623603" 3 "S39A"
"6236" 27900 "609" "623600" 8 "S39A"
"6236" 27900 "609" "623601" 0 "S39A"
"6236" 27900 "609" "623602" 0 "S39A"
"6236" 27900 "609" "623603" 0 "S39A"
"6236" 28200 "609" "623600" 4 "S39A"
"6236" 28200 "609" "623601" 0 "S39A"
"6236" 28200 "609" "623602" 0 "S39A"
"6236" 28200 "609" "623603" 3 "S39A"
"6236" 28500 "609" "623600" 3 "S39A"
"6236" 28500 "609" "623601" 0 "S39A"
"6236" 28500 "609" "623602" 0 "S39A"
"6236" 28500 "609" "623603" 6 "S39A"
"6236" 28800 "609" "623600" 3 "S39A"
"6236" 28800 "609" "623601" 0 "S39A"
"6236" 28800 "609" "623602" 0 "S39A"
"6236" 28800 "609" "623603" 3 "S39A"
"6236" 29100 "609" "623600" 8 "S39A"
"6236" 29100 "609" "623601" 0 "S39A"
"6236" 29100 "609" "623602" 0 "S39A"
"6236" 29100 "609" "623603" 3 "S39A"
"6236" 29400 "609" "623600" 9 "S39A"
"6236" 29400 "609" "623601" 0 "S39A"
"6236" 29400 "609" "623602" 0 "S39A"
"6236" 29400 "609" "623603" 4 "S39A"
"6236" 29700 "609" "623600" 5 "S39A"
"6236" 29700 "609" "623601" 0 "S39A"
"6236" 29700 "609" "623602" 0 "S39A"
"6236" 29700 "609" "623603" 3 "S39A"
"6236" 30000 "609" "623600" 9 "S39A"
"6236" 30000 "609" "623601" 0 "S39A"
"6236" 30000 "609" "623602" 0 "S39A"
"6236" 30000 "609" "623603" 8 "S39A"
"6236" 30300 "609" "623600" 10 "S39A"
"6236" 30300 "609" "623601" 0 "S39A"
"6236" 30300 "609" "623602" 0 "S39A"
"6236" 30300 "609" "623603" 4 "S39A"
"6236" 30600 "609" "623600" 6 "S39A"
"6236" 30600 "609" "623601" 0 "S39A"
"6236" 30600 "609" "623602" 0 "S39A"
"6236" 30600 "609" "623603" 5 "S39A"
"6236" 30900 "609" "623600" 11 "S39A"
"6236" 30900 "609" "623601" 0 "S39A"
"6236" 30900 "609" "623602" 0 "S39A"
"6236" 30900 "609" "623603" 5 "S39A"
"6236" 31200 "609" "623600" 10 "S39A"
"6236" 31200 "609" "623601" 0 "S39A"
"6236" 31200 "609" "623602" 0 "S39A"
"6236" 31200 "609" "623603" 6 "S39A"
"6236" 31500 "609" "623600" 8 "S39A"
"6236" 31500 "609" "623601" 0 "S39A"
"6236" 31500 "609" "623602" 0 "S39A"
"6236" 31500 "609" "623603" 4 "S39A"
"6236" 31800 "609" "623600" 7 "S39A"
"6236" 31800 "609" "623601" 0 "S39A"
"6236" 31800 "609" "623602" 0 "S39A"
"6236" 31800 "609" "623603" 7 "S39A"
"6236" 32100 "609" "623600" 15 "S39A"
"6236" 32100 "609" "623601" 0 "S39A"
"6236" 32100 "609" "623602" 0 "S39A"
"6236" 32100 "609" "623603" 9 "S39A"
"6236" 32400 "609" "623600" 12 "S39A"
"6236" 32400 "609" "623601" 0 "S39A"
"6236" 32400 "609" "623602" 0 "S39A"
"6236" 32400 "609" "623603" 7 "S39A"
"6236" 32700 "609" "623600" 14 "S39A"
"6236" 32700 "609" "623601" 0 "S39A"
"6236" 32700 "609" "623602" 0 "S39A"
"6236" 32700 "609" "623603" 4 "S39A"
"6236" 33000 "609" "623600" 6 "S39A"
"6236" 33000 "609" "623601" 0 "S39A"
"6236" 33000 "609" "623602" 0 "S39A"
"6236" 33000 "609" "623603" 7 "S39A"
"6236" 33300 "609" "623600" 20 "S39A"
"6236" 33300 "609" "623601" 0 "S39A"
"6236" 33300 "609" "623602" 0 "S39A"
"6236" 33300 "609" "623603" 11 "S39A"
"6236" 33600 "609" "623600" 17 "S39A"
"6236" 33600 "609" "623601" 0 "S39A"
"6236" 33600 "609" "623602" 0 "S39A"
"6236" 33600 "609" "623603" 11 "S39A"
"6236" 33900 "609" "623600" 11 "S39A"
"6236" 33900 "609" "623601" 0 "S39A"
"6236" 33900 "609" "623602" 0 "S39A"
"6236" 33900 "609" "623603" 9 "S39A"
"7036" 27000 "603" "703600" 9 "S42A"
"7036" 27000 "603" "703601" 8 "S42A"
"7036" 27000 "603" "703602" 0 "S42A"
"7036" 27000 "603" "703603" 0 "S42A"
"7036" 27000 "603" "703600" 9 "S42A"
"7036" 27000 "603" "703601" 8 "S42A"
"7036" 27000 "603" "703602" 0 "S42A"
"7036" 27000 "603" "703603" 0 "S42A"
"7036" 27300 "603" "703600" 7 "S42A"
"7036" 27300 "603" "703601" 9 "S42A"
"7036" 27300 "603" "703602" 0 "S42A"
"7036" 27300 "603" "703603" 0 "S42A"
"7036" 27600 "603" "703600" 8 "S42A"
"7036" 27600 "603" "703601" 3 "S42A"
"7036" 27600 "603" "703602" 0 "S42A"
"7036" 27600 "603" "703603" 0 "S42A"
"7036" 27900 "603" "703600" 8 "S42A"
"7036" 27900 "603" "703601" 9 "S42A"
"7036" 27900 "603" "703602" 0 "S42A"
"7036" 27900 "603" "703603" 0 "S42A"
"7036" 28200 "603" "703600" 12 "S42A"
"7036" 28200 "603" "703601" 11 "S42A"
"7036" 28200 "603" "703602" 0 "S42A"
"7036" 28200 "603" "703603" 0 "S42A"
"7036" 28500 "603" "703600" 9 "S42A"
"7036" 28500 "603" "703601" 4 "S42A"
"7036" 28500 "603" "703602" 0 "S42A"
"7036" 28500 "603" "703603" 0 "S42A"
"7036" 28800 "603" "703600" 15 "S42A"
"7036" 28800 "603" "703601" 10 "S42A"
"7036" 28800 "603" "703602" 0 "S42A"
"7036" 28800 "603" "703603" 0 "S42A"
"7036" 29100 "603" "703600" 12 "S42A"
"7036" 29100 "603" "703601" 6 "S42A"
"7036" 29100 "603" "703602" 0 "S42A"
"7036" 29100 "603" "703603" 0 "S42A"
"7036" 29400 "603" "703600" 10 "S42A"
"7036" 29400 "603" "703601" 7 "S42A"
"7036" 29400 "603" "703602" 0 "S42A"
"7036" 29400 "603" "703603" 0 "S42A"
"7036" 29700 "603" "703600" 20 "S42A"
"7036" 29700 "603" "703601" 7 "S42A"
"7036" 29700 "603" "703602" 0 "S42A"
"7036" 29700 "603" "703603" 0 "S42A"
"7036" 30000 "603" "703600" 16 "S42A"
"7036" 30000 "603" "703601" 11 "S42A"
"7036" 30000 "603" "703602" 0 "S42A"
"7036" 30000 "603" "703603" 0 "S42A"
"7036" 30300 "603" "703600" 17 "S42A"
"7036" 30300 "603" "703601" 12 "S42A"
"7036" 30300 "603" "703602" 0 "S42A"
"7036" 30300 "603" "703603" 0 "S42A"
"7036" 30600 "603" "703600" 18 "S42A"
"7036" 30600 "603" "703601" 13 "S42A"
"7036" 30600 "603" "703602" 0 "S42A"
"7036" 30600 "603" "703603" 0 "S42A"
"7036" 30900 "603" "703600" 17 "S42A"
"7036" 30900 "603" "703601" 7 "S42A"
"7036" 30900 "603" "703602" 0 "S42A"
"7036" 30900 "603" "703603" 0 "S42A"
"7036" 31200 "603" "703600" 17 "S42A"
"7036" 31200 "603" "703601" 9 "S42A"
"7036" 31200 "603" "703602" 0 "S42A"
"7036" 31200 "603" "703603" 0 "S42A"
"7036" 31500 "603" "703600" 17 "S42A"
"7036" 31500 "603" "703601" 8 "S42A"
"7036" 31500 "603" "703602" 0 "S42A"
"7036" 31500 "603" "703603" 0 "S42A"
"7036" 31800 "603" "703600" 18 "S42A"
"7036" 31800 "603" "703601" 11 "S42A"
"7036" 31800 "603" "703602" 0 "S42A"
"7036" 31800 "603" "703603" 0 "S42A"
"7036" 32100 "603" "703600" 23 "S42A"
"7036" 32100 "603" "703601" 20 "S42A"
"7036" 32100 "603" "703602" 0 "S42A"
"7036" 32100 "603" "703603" 0 "S42A"
"7036" 32400 "603" "703600" 22 "S42A"
"7036" 32400 "603" "703601" 13 "S42A"
"7036" 32400 "603" "703602" 0 "S42A"
"7036" 32400 "603" "703603" 0 "S42A"
"7036" 32700 "603" "703600" 26 "S42A"
"7036" 32700 "603" "703601" 25 "S42A"
"7036" 32700 "603" "703602" 0 "S42A"
"7036" 32700 "603" "703603" 0 "S42A"
"7036" 33000 "603" "703600" 18 "S42A"
"7036" 33000 "603" "703601" 12 "S42A"
"7036" 33000 "603" "703602" 0 "S42A"
"7036" 33000 "603" "703603" 0 "S42A"
"7036" 33300 "603" "703600" 17 "S42A"
"7036" 33300 "603" "703601" 20 "S42A"
"7036" 33300 "603" "703602" 0 "S42A"
"7036" 33300 "603" "703603" 0 "S42A"
"7036" 33600 "603" "703600" 33 "S42A"
"7036" 33600 "603" "703601" 21 "S42A"
"7036" 33600 "603" "703602" 0 "S42A"
"7036" 33600 "603" "703603" 0 "S42A"
"7036" 33900 "603" "703600" 28 "S42A"
"7036" 33900 "603" "703601" 17 "S42A"
"7036" 33900 "603" "703602" 0 "S42A"
"7036" 33900 "603" "703603" 0 "S42A"
"7192" 27000 "130" "719200" 5 "ERP63A"
"7192" 27000 "130" "719201" 5 "ERP63A"
"7192" 27000 "130" "719202" NA "ERP63A"
"7192" 27000 "130" "719203" NA "ERP63A"
"7192" 27000 "130" "719204" NA "ERP63A"
"7192" 27000 "130" "719200" 5 "ERP63A"
"7192" 27000 "130" "719201" 5 "ERP63A"
"7192" 27000 "130" "719202" NA "ERP63A"
