"SegID" "Time" "SensorID" "LaneID" "Counts" "screenLineSegmet"
"5368" 51600 "105" "536801" 8 "S21A"
"5368" 51600 "105" "536802" 4 "S21A"
"5368" 51900 "105" "536800" 4 "S21A"
"5368" 51900 "105" "536801" 10 "S21A"
"5368" 51900 "105" "536802" 6 "S21A"
"5368" 52200 "105" "536800" 5 "S21A"
"5368" 52200 "105" "536801" 7 "S21A"
"5368" 52200 "105" "536802" 7 "S21A"
"5368" 52500 "105" "536800" 5 "S21A"
"5368" 52500 "105" "536801" 10 "S21A"
"5368" 52500 "105" "536802" 6 "S21A"
"5368" 52800 "105" "536800" 2 "S21A"
"5368" 52800 "105" "536801" 5 "S21A"
"5368" 52800 "105" "536802" 8 "S21A"
"5368" 53100 "105" "536800" 1 "S21A"
"5368" 53100 "105" "536801" 4 "S21A"
"5368" 53100 "105" "536802" 4 "S21A"
"5368" 53400 "105" "536800" 2 "S21A"
"5368" 53400 "105" "536801" 7 "S21A"
"5368" 53400 "105" "536802" 3 "S21A"
"5368" 53700 "105" "536800" 5 "S21A"
"5368" 53700 "105" "536801" 7 "S21A"
"5368" 53700 "105" "536802" 7 "S21A"
"5368" 54000 "105" "536800" 2 "S21A"
"5368" 54000 "105" "536801" 7 "S21A"
"5368" 54000 "105" "536802" 5 "S21A"
"5368" 54300 "105" "536800" 5 "S21A"
"5368" 54300 "105" "536801" 5 "S21A"
"5368" 54300 "105" "536802" 7 "S21A"
"5368" 54600 "105" "536800" 6 "S21A"
"5368" 54600 "105" "536801" 6 "S21A"
"5368" 54600 "105" "536802" 8 "S21A"
"5368" 54900 "105" "536800" 4 "S21A"
"5368" 54900 "105" "536801" 5 "S21A"
"5368" 54900 "105" "536802" 3 "S21A"
"5368" 55200 "105" "536800" 4 "S21A"
"5368" 55200 "105" "536801" 6 "S21A"
"5368" 55200 "105" "536802" 1 "S21A"
"5368" 55500 "105" "536800" 5 "S21A"
"5368" 55500 "105" "536801" 8 "S21A"
"5368" 55500 "105" "536802" 3 "S21A"
"5873" 48600 "733" "587300" 3 "136A"
"5873" 48600 "733" "587301" NA "136A"
"5873" 48600 "733" "587302" NA "136A"
"5873" 48600 "733" "587300" 3 "136A"
"5873" 48600 "733" "587301" NA "136A"
"5873" 48600 "733" "587302" NA "136A"
"5873" 48900 "733" "587300" 7 "136A"
"5873" 48900 "733" "587301" NA "136A"
"5873" 48900 "733" "587302" NA "136A"
"5873" 49200 "733" "587300" 3 "136A"
"5873" 49200 "733" "587301" NA "136A"
"5873" 49200 "733" "587302" NA "136A"
"5873" 49500 "733" "587300" 4 "136A"
"5873" 49500 "733" "587301" NA "136A"
"5873" 49500 "733" "587302" NA "136A"
"5873" 49800 "733" "587300" 5 "136A"
"5873" 49800 "733" "587301" NA "136A"
"5873" 49800 "733" "587302" NA "136A"
"5873" 50100 "733" "587300" 8 "136A"
"5873" 50100 "733" "587301" NA "136A"
"5873" 50100 "733" "587302" NA "136A"
"5873" 50400 "733" "587300" 7 "136A"
"5873" 50400 "733" "587301" NA "136A"
"5873" 50400 "733" "587302" NA "136A"
"5873" 50700 "733" "587300" 3 "136A"
"5873" 50700 "733" "587301" NA "136A"
"5873" 50700 "733" "587302" NA "136A"
"5873" 51000 "733" "587300" 5 "136A"
"5873" 51000 "733" "587301" NA "136A"
"5873" 51000 "733" "587302" NA "136A"
"5873" 51300 "733" "587300" 5 "136A"
"5873" 51300 "733" "587301" NA "136A"
"5873" 51300 "733" "587302" NA "136A"
"5873" 51600 "733" "587300" 3 "136A"
"5873" 51600 "733" "587301" NA "136A"
"5873" 51600 "733" "587302" NA "136A"
"5873" 51900 "733" "587300" 2 "136A"
"5873" 51900 "733" "587301" NA "136A"
"5873" 51900 "733" "587302" NA "136A"
"5873" 52200 "733" "587300" 5 "136A"
"5873" 52200 "733" "587301" NA "136A"
"5873" 52200 "733" "587302" NA "136A"
"5873" 52500 "733" "587300" 2 "136A"
"5873" 52500 "733" "587301" NA "136A"
"5873" 52500 "733" "587302" NA "136A"
"5873" 52800 "733" "587300" 5 "136A"
"5873" 52800 "733" "587301" NA "136A"
"5873" 52800 "733" "587302" NA "136A"
"5873" 53100 "733" "587300" 5 "136A"
"5873" 53100 "733" "587301" NA "136A"
"5873" 53100 "733" "587302" NA "136A"
"5873" 53400 "733" "587300" 6 "136A"
"5873" 53400 "733" "587301" NA "136A"
"5873" 53400 "733" "587302" NA "136A"
"5873" 53700 "733" "587300" 4 "136A"
"5873" 53700 "733" "587301" NA "136A"
"5873" 53700 "733" "587302" NA "136A"
"5873" 54000 "733" "587300" 5 "136A"
"5873" 54000 "733" "587301" NA "136A"
"5873" 54000 "733" "587302" NA "136A"
"5873" 54300 "733" "587300" 5 "136A"
"5873" 54300 "733" "587301" NA "136A"
"5873" 54300 "733" "587302" NA "136A"
"5873" 54600 "733" "587300" 4 "136A"
"5873" 54600 "733" "587301" NA "136A"
"5873" 54600 "733" "587302" NA "136A"
"5873" 54900 "733" "587300" 8 "136A"
"5873" 54900 "733" "587301" NA "136A"
"5873" 54900 "733" "587302" NA "136A"
"5873" 55200 "733" "587300" 6 "136A"
"5873" 55200 "733" "587301" NA "136A"
"5873" 55200 "733" "587302" NA "136A"
"5873" 55500 "733" "587300" 2 "136A"
"5873" 55500 "733" "587301" NA "136A"
"5873" 55500 "733" "587302" NA "136A"
"6236" 48600 "609" "623600" 8 "S39A"
"6236" 48600 "609" "623601" 0 "S39A"
"6236" 48600 "609" "623602" 0 "S39A"
"6236" 48600 "609" "623603" 4 "S39A"
"6236" 48600 "609" "623600" 8 "S39A"
"6236" 48600 "609" "623601" 0 "S39A"
"6236" 48600 "609" "623602" 0 "S39A"
"6236" 48600 "609" "623603" 4 "S39A"
"6236" 48900 "609" "623600" 8 "S39A"
"6236" 48900 "609" "623601" 0 "S39A"
"6236" 48900 "609" "623602" 0 "S39A"
"6236" 48900 "609" "623603" 6 "S39A"
"6236" 49200 "609" "623600" 6 "S39A"
"6236" 49200 "609" "623601" 0 "S39A"
"6236" 49200 "609" "623602" 0 "S39A"
"6236" 49200 "609" "623603" 5 "S39A"
"6236" 49500 "609" "623600" 12 "S39A"
"6236" 49500 "609" "623601" 0 "S39A"
"6236" 49500 "609" "623602" 0 "S39A"
"6236" 49500 "609" "623603" 6 "S39A"
"6236" 49800 "609" "623600" 16 "S39A"
"6236" 49800 "609" "623601" 0 "S39A"
"6236" 49800 "609" "623602" 0 "S39A"
"6236" 49800 "609" "623603" 8 "S39A"
"6236" 50100 "609" "623600" 15 "S39A"
"6236" 50100 "609" "623601" 0 "S39A"
"6236" 50100 "609" "623602" 0 "S39A"
"6236" 50100 "609" "623603" 4 "S39A"
"6236" 50400 "609" "623600" 8 "S39A"
"6236" 50400 "609" "623601" 0 "S39A"
"6236" 50400 "609" "623602" 0 "S39A"
"6236" 50400 "609" "623603" 6 "S39A"
"6236" 50700 "609" "623600" 8 "S39A"
"6236" 50700 "609" "623601" 0 "S39A"
"6236" 50700 "609" "623602" 0 "S39A"
"6236" 50700 "609" "623603" 4 "S39A"
"6236" 51000 "609" "623600" 12 "S39A"
"6236" 51000 "609" "623601" 0 "S39A"
"6236" 51000 "609" "623602" 0 "S39A"
"6236" 51000 "609" "623603" 11 "S39A"
"6236" 51300 "609" "623600" 13 "S39A"
"6236" 51300 "609" "623601" 0 "S39A"
"6236" 51300 "609" "623602" 0 "S39A"
"6236" 51300 "609" "623603" 10 "S39A"
"6236" 51600 "609" "623600" 9 "S39A"
"6236" 51600 "609" "623601" 0 "S39A"
"6236" 51600 "609" "623602" 0 "S39A"
"6236" 51600 "609" "623603" 3 "S39A"
"6236" 51900 "609" "623600" 7 "S39A"
"6236" 51900 "609" "623601" 0 "S39A"
"6236" 51900 "609" "623602" 0 "S39A"
"6236" 51900 "609" "623603" 4 "S39A"
"6236" 52200 "609" "623600" 8 "S39A"
"6236" 52200 "609" "623601" 0 "S39A"
"6236" 52200 "609" "623602" 0 "S39A"
"6236" 52200 "609" "623603" 10 "S39A"
"6236" 52500 "609" "623600" 10 "S39A"
"6236" 52500 "609" "623601" 0 "S39A"
"6236" 52500 "609" "623602" 0 "S39A"
"6236" 52500 "609" "623603" 10 "S39A"
"6236" 52800 "609" "623600" 15 "S39A"
"6236" 52800 "609" "623601" 0 "S39A"
"6236" 52800 "609" "623602" 0 "S39A"
"6236" 52800 "609" "623603" 8 "S39A"
"6236" 53100 "609" "623600" 10 "S39A"
"6236" 53100 "609" "623601" 0 "S39A"
"6236" 53100 "609" "623602" 0 "S39A"
"6236" 53100 "609" "623603" 7 "S39A"
"6236" 53400 "609" "623600" 6 "S39A"
"6236" 53400 "609" "623601" 0 "S39A"
"6236" 53400 "609" "623602" 0 "S39A"
"6236" 53400 "609" "623603" 5 "S39A"
"6236" 53700 "609" "623600" 5 "S39A"
"6236" 53700 "609" "623601" 0 "S39A"
"6236" 53700 "609" "623602" 0 "S39A"
"6236" 53700 "609" "623603" 5 "S39A"
"6236" 54000 "609" "623600" 6 "S39A"
"6236" 54000 "609" "623601" 0 "S39A"
"6236" 54000 "609" "623602" 0 "S39A"
"6236" 54000 "609" "623603" 8 "S39A"
"6236" 54300 "609" "623600" 8 "S39A"
"6236" 54300 "609" "623601" 0 "S39A"
"6236" 54300 "609" "623602" 0 "S39A"
"6236" 54300 "609" "623603" 5 "S39A"
"6236" 54600 "609" "623600" 10 "S39A"
"6236" 54600 "609" "623601" 0 "S39A"
"6236" 54600 "609" "623602" 0 "S39A"
"6236" 54600 "609" "623603" 15 "S39A"
"6236" 54900 "609" "623600" 7 "S39A"
"6236" 54900 "609" "623601" 0 "S39A"
"6236" 54900 "609" "623602" 0 "S39A"
"6236" 54900 "609" "623603" 6 "S39A"
"6236" 55200 "609" "623600" 8 "S39A"
"6236" 55200 "609" "623601" 0 "S39A"
"6236" 55200 "609" "623602" 0 "S39A"
"6236" 55200 "609" "623603" 4 "S39A"
"6236" 55500 "609" "623600" 6 "S39A"
"6236" 55500 "609" "623601" 0 "S39A"
"6236" 55500 "609" "623602" 0 "S39A"
"6236" 55500 "609" "623603" 2 "S39A"
"7036" 48600 "603" "703600" 33 "S42A"
"7036" 48600 "603" "703601" 37 "S42A"
"7036" 48600 "603" "703602" 0 "S42A"
"7036" 48600 "603" "703603" 0 "S42A"
"7036" 48600 "603" "703600" 33 "S42A"
"7036" 48600 "603" "703601" 37 "S42A"
"7036" 48600 "603" "703602" 0 "S42A"
"7036" 48600 "603" "703603" 0 "S42A"
"7036" 48900 "603" "703600" 44 "S42A"
"7036" 48900 "603" "703601" 44 "S42A"
"7036" 48900 "603" "703602" 0 "S42A"
"7036" 48900 "603" "703603" 0 "S42A"
"7036" 49200 "603" "703600" 46 "S42A"
"7036" 49200 "603" "703601" 38 "S42A"
"7036" 49200 "603" "703602" 0 "S42A"
"7036" 49200 "603" "703603" 0 "S42A"
"7036" 49500 "603" "703600" 52 "S42A"
"7036" 49500 "603" "703601" 46 "S42A"
"7036" 49500 "603" "703602" 0 "S42A"
"7036" 49500 "603" "703603" 0 "S42A"
"7036" 49800 "603" "703600" 38 "S42A"
"7036" 49800 "603" "703601" 37 "S42A"
"7036" 49800 "603" "703602" 0 "S42A"
"7036" 49800 "603" "703603" 0 "S42A"
"7036" 50100 "603" "703600" 38 "S42A"
"7036" 50100 "603" "703601" 43 "S42A"
"7036" 50100 "603" "703602" 0 "S42A"
"7036" 50100 "603" "703603" 0 "S42A"
"7036" 50400 "603" "703600" 32 "S42A"
"7036" 50400 "603" "703601" 35 "S42A"
"7036" 50400 "603" "703602" 0 "S42A"
"7036" 50400 "603" "703603" 0 "S42A"
"7036" 50700 "603" "703600" 20 "S42A"
"7036" 50700 "603" "703601" 31 "S42A"
"7036" 50700 "603" "703602" 0 "S42A"
"7036" 50700 "603" "703603" 0 "S42A"
"7036" 51000 "603" "703600" 37 "S42A"
"7036" 51000 "603" "703601" 39 "S42A"
"7036" 51000 "603" "703602" 0 "S42A"
"7036" 51000 "603" "703603" 0 "S42A"
"7036" 51300 "603" "703600" 39 "S42A"
"7036" 51300 "603" "703601" 42 "S42A"
"7036" 51300 "603" "703602" 0 "S42A"
"7036" 51300 "603" "703603" 0 "S42A"
"7036" 51600 "603" "703600" 48 "S42A"
"7036" 51600 "603" "703601" 54 "S42A"
"7036" 51600 "603" "703602" 0 "S42A"
"7036" 51600 "603" "703603" 0 "S42A"
"7036" 51900 "603" "703600" 40 "S42A"
"7036" 51900 "603" "703601" 42 "S42A"
"7036" 51900 "603" "703602" 0 "S42A"
"7036" 51900 "603" "703603" 0 "S42A"
"7036" 52200 "603" "703600" 45 "S42A"
"7036" 52200 "603" "703601" 44 "S42A"
"7036" 52200 "603" "703602" 0 "S42A"
"7036" 52200 "603" "703603" 0 "S42A"
"7036" 52500 "603" "703600" 24 "S42A"
"7036" 52500 "603" "703601" 33 "S42A"
"7036" 52500 "603" "703602" 0 "S42A"
"7036" 52500 "603" "703603" 0 "S42A"
"7036" 52800 "603" "703600" 19 "S42A"
"7036" 52800 "603" "703601" 20 "S42A"
"7036" 52800 "603" "703602" 0 "S42A"
"7036" 52800 "603" "703603" 0 "S42A"
"7036" 53100 "603" "703600" 24 "S42A"
"7036" 53100 "603" "703601" 22 "S42A"
"7036" 53100 "603" "703602" 0 "S42A"
"7036" 53100 "603" "703603" 0 "S42A"
"7036" 53400 "603" "703600" 37 "S42A"
"7036" 53400 "603" "703601" 39 "S42A"
"7036" 53400 "603" "703602" 0 "S42A"
"7036" 53400 "603" "703603" 0 "S42A"
"7036" 53700 "603" "703600" 23 "S42A"
"7036" 53700 "603" "703601" 39 "S42A"
"7036" 53700 "603" "703602" 0 "S42A"
"7036" 53700 "603" "703603" 0 "S42A"
"7036" 54000 "603" "703600" 35 "S42A"
"7036" 54000 "603" "703601" 42 "S42A"
"7036" 54000 "603" "703602" 0 "S42A"
"7036" 54000 "603" "703603" 0 "S42A"
"7036" 54300 "603" "703600" 31 "S42A"
"7036" 54300 "603" "703601" 40 "S42A"
"7036" 54300 "603" "703602" 0 "S42A"
"7036" 54300 "603" "703603" 0 "S42A"
"7036" 54600 "603" "703600" 29 "S42A"
"7036" 54600 "603" "703601" 36 "S42A"
"7036" 54600 "603" "703602" 0 "S42A"
"7036" 54600 "603" "703603" 0 "S42A"
"7036" 54900 "603" "703600" 34 "S42A"
"7036" 54900 "603" "703601" 40 "S42A"
"7036" 54900 "603" "703602" 0 "S42A"
"7036" 54900 "603" "703603" 0 "S42A"
"7036" 55200 "603" "703600" 40 "S42A"
"7036" 55200 "603" "703601" 46 "S42A"
"7036" 55200 "603" "703602" 0 "S42A"
"7036" 55200 "603" "703603" 0 "S42A"
"7036" 55500 "603" "703600" 54 "S42A"
"7036" 55500 "603" "703601" 55 "S42A"
"7036" 55500 "603" "703602" 0 "S42A"
"7036" 55500 "603" "703603" 0 "S42A"
"7192" 48600 "130" "719200" 9 "ERP63A"
"7192" 48600 "130" "719201" 17 "ERP63A"
"7192" 48600 "130" "719202" NA "ERP63A"
"7192" 48600 "130" "719203" NA "ERP63A"
"7192" 48600 "130" "719204" NA "ERP63A"
"7192" 48600 "130" "719200" 9 "ERP63A"
"7192" 48600 "130" "719201" 17 "ERP63A"
"7192" 48600 "130" "719202" NA "ERP63A"
